question	answer
一、身故保险金的申请文件	1、被保险人的户籍注销证明与身份证明；2、受益人或者被保险人的继承人的身份证明；3、国家卫生行政部门认定的医疗机构、公安部门或其他相关机构出具的被保险人死亡证明；4、如被保险人为宣告死亡，须提供人民法院出具或承认的司法裁判文书；5、保险合同；6、所能提供的与确认保险事故的性质、原因等有关的证明和资料。如被保险人在宣告死亡后又生还，身故保险金受益人或者被保险人的继承人应在知道被保险人生还后三十日内，向本公司无息退还已领取的身故保险金。
二、重大疾病保险金、白血病关爱保险金、轻症疾病保险金、生命末期保险金的申请文件	1、被保险人的户籍证明与身份证明；2、医院出具的被保险人病历、病理、血液及其他科学方法检验报告等诊断证明文件；3、被保险人完整的门急诊病历卡（含首诊病历）和出院小结；4、所能提供的与确认保险事故的性质、原因等有关的证明和资料。受益人或者被保险人的继承人向本公司请求给付保险金的诉讼时效期间为五年，自其知道或者应当知道保险事故发生之日起计算。
第十八条	保险金的给付本公司在收到保险金给付申请书及合同约定的证明和资料后，将在五日内作出核定；情形复杂的，将在资料完整之日起三十日内作出核定，但非保险合同签发地当地发生保险事故的除外。对属于保险责任的，本公司在与受益人达成给付保险金的协议后十日内，履行给付保险金义务。本公司未及时履行前款规定义务的，除支付保险金外，应当赔偿受益人因此受到的利息损失。对不属于保险责任的，本公司自作出核定之日起三日内向受益人发出拒绝给付保险金通知书并说明理由。本公司在收到保险金给付申请书及有关证明和资料之日起六十日内，对给付保险金的数额不能确定的，根据已有证明和资料可以确定的数额先予支付；本公司最终确定给付保险金的数额后，将支付相应的差额。
第六部分	其他应当了解的重要事项
第十九条	明确说明与如实告知订立本合同时，本公司会向投保人说明本合同的内容。对本合同中免除本公司责任的条款，本公司在订立合同时会在投保书、保险单或其他保险凭证上作出足以引起投保人注意的提示，并对该条款的内容以书面或口头形式向投保人作出明确说明，未作提示或者明确说明的，该条款不产生效力。订立保险合同时，本公司就投保人或者被保险人的有关情况提出询问的，投保人应当如实告知。投保人故意或者因重大过失未履行前款规定的如实告知义务，足以影响本公司决定是否同意承保或者提高保险费率的，本公司有权解除合同。前款规定的合同解除权，自本公司知道有解除事由之日起，超过三十日不行使而消灭。自合同成立之日起超过二年的，本公司不得解除合同；发生保险事故的，本公司应当承担给付保险金的责任。投保人故意不履行如实告知义务的，本公司对于合同解除前发生的保险事故，不承担给付保险金的责任，并不退还保险费。投保人因重大过失未履行如实告知义务，对保险事故的发生有严重影响的，本公司对于合同解除前发生的保险事故，不承担给付保险金的责任，但应当退还保险费。本公司在合同订立时已经知道投保人未如实告知的情况的，本公司不得解除合同；发生保险事故的，本公司应当承担给付保险金的责任。保险事故是指保险合同约定的保险责任范围内的事故。
第二十条	年龄性别错误投保人在申请投保时，应在投保单上填明被保险人的出生日期与真实年龄，该年龄以周岁计算。如果发生错误应按下列规定办理：一、投保人申报的被保险人年龄不真实，并且其真实年龄不符合本合同约定的年龄限制，本公司可以解除合同，并向投保人退还本合同当时的现金价值，但是自合同成立日起逾二年或者本公司在合同订立时已经知道投保人未如实告知的除外。二、投保人申报的被保险人年龄或性别不真实，致使投保人实缴保险费少于应缴保险费的，本公司有权更正并要求投保人补缴保险费；或在给付保险金时，按实缴保险费和应缴保险费的比例给付。三、投保人申报的被保险人年龄或性别不真实，致使投保人实缴保险费多于应缴保险费的，本公司应将多收的保险费无息退还投保人。
第二十一条联系地址变更	为了保障投保人的合法权益，投保人的住所、通讯地址或电话等联系方式变更时，请及时以书面形式或双方认可的其他形式通知本公司。若投保人未以书面形式或双方认可的其他形式通知本公司，本公司按本合同载明的最后住所或通讯地址所发送的有关通知，均视为已送达给投保人。
第二十二条未还款项	本公司如需给付各项保险金、红利、退还现金价值或保险费，且投保人有欠缴的保险费及其利息、保险合同贷款（含自动贷款垫缴保险费）及贷款利息或其他未还款项的，本公司有权在扣除上述欠款后给付。
第二十三条货币及适用法律	保险费及各款项的收取及给付，按保险单上注明的货币为准。本合同受中华人民共和国保险法及有关法律所管辖及诠释；若本合同与中华人民共和国的相关法律相抵触，本合同的诠释以该法律的条文为依据。
第二十四条争议处理	本合同履行过程中，双方发生争议不能协商解决的，可以达成仲裁协议通过仲裁解决，也可依法直接向法院提起诉讼。
第二十五条重大疾病释义	重大疾病包括：
一、恶性肿瘤	指恶性细胞不受控制的进行性增长和扩散，浸润和破坏周围正常组织，可以经血管、淋巴管和体腔扩散转移到身体其它部位的疾病。经病理学检查结果明确诊断，临床诊断属于世界卫生组织疾病和有关健康问题的国际统计分类（ICD10）的恶性肿瘤范畴。下列疾病不在保障范围内：1、原位癌；2、相当于Binet分期方案A期程度的慢性淋巴细胞白血病；3、相当于AnnArbor分期方案I期程度的何杰金氏病；4、皮肤癌（不包括恶性黑色素瘤及已发生转移的皮肤癌）；5、TNM分期为TNM期或更轻分期的前列腺癌；6、感染艾滋病病毒或患艾滋病期间所患恶性肿瘤。
二、急性心肌梗塞	指因冠状动脉阻塞导致的相应区域供血不足造成部分心肌坏死。须满足下列至少三项条件：1、典型临床表现，例如急性胸痛等；2、新近的心电图改变提示急性心肌梗塞；3、心肌酶或肌钙蛋白有诊断意义的升高，或呈符合急性心肌梗塞的动态性变化；4、发病90天后，经检查证实左心室功能降低，如左心室射血分数低于50。
三、脑中风后遗症	指因脑血管的突发病变引起脑血管出血、栓塞或梗塞，并导致神经系统永久性的功能障碍。神经系统永久性的功能障碍，指疾病确诊180天后，仍遗留下列一种或一种以上障碍：1、一肢或一肢以上肢体机能完全丧失术语释义十七；2、语言能力或咀嚼吞咽能力完全丧失术语释义十八；3、自主生活能力完全丧失，无法独立完成六项基本日常生活活动术语释义十九中的三项或三项以上。
四、重大器官移植术或造血干细胞移植术	重大器官移植术，指因相应器官功能衰竭，已经实施了肾脏、肝脏、心脏或肺脏的异体移植手术。造血干细胞移植术，指因造血功能损害或造血系统恶性肿瘤，已经实施了造血干细胞（包括骨髓造血干细胞、外周血造血干细胞和脐血造血干细胞）的异体移植手术。
五、冠状动脉搭桥术（或称冠状动脉旁路移植术）	指为治疗严重的冠心病，实际实施了开胸进行的冠状动脉血管旁路移植的手术。冠状动脉支架植入术、心导管球囊扩张术、激光射频技术及其它非开胸的介入手术、腔镜手术不在保障范围内。
六、终末期肾病（或称慢性肾功能衰竭尿毒症期）	指双肾功能慢性不可逆性衰竭，达到尿毒症期，经诊断后已经进行了至少90天的规律性透析治疗或实施了肾脏移植手术。
七、多个肢体缺失	指因疾病或意外伤害导致两个或两个以上肢体自腕关节或踝关节近端（靠近躯干端）以上完全性断离。
八、急性或亚急性重症肝炎	指因肝炎病毒感染引起肝脏组织弥漫性坏死，导致急性肝功能衰竭，且经血清学或病毒学检查证实，并须满足下列全部条件：1、重度黄疸或黄疸迅速加重；2、肝性脑病；3、B超或其它影像学检查显示肝脏体积急速萎缩；4、肝功能指标进行性恶化。
九、良性脑肿瘤	指脑的良性肿瘤，已经引起颅内压增高，临床表现为视神经乳头水肿、精神症状、癫痫及运动感觉障碍等，并危及生命。须由头颅断层扫描（CT）、核磁共振检查（MRI）或正电子发射断层扫描（PET）等影像学检查证实，并须满足下列至少一项条件：1、实际实施了开颅进行的脑肿瘤完全切除或部分切除的手术；2、实际实施了对脑肿瘤进行的放射治疗。脑垂体瘤、脑囊肿、脑血管性疾病不在保障范围内。
十、脑炎后遗症或脑膜炎后遗症	指因患脑炎或脑膜炎导致的神经系统永久性的功能障碍。神经系统永久性的功能障碍，指疾病确诊180天后，仍遗留下列一种或一种以上障碍：1、一肢或一肢以上肢体机能完全丧失；2、语言能力或咀嚼吞咽能力完全丧失；3、自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。
十一、深度昏迷	指因疾病或意外伤害导致意识丧失,对外界刺激和体内需求均无反应,昏迷程度按照格拉斯哥昏迷分级（Glasgowcomascale）结果为5分或5分以下，且已经持续使用呼吸机及其它生命维持系统96小时以上。因酗酒或药物滥用导致的深度昏迷不在保障范围内。
十二、双耳失聪	指因疾病或意外伤害导致双耳听力永久不可逆术语释义二十性丧失，在500赫兹、1000赫兹和2000赫兹语音频率下，平均听阈大于90分贝，且经纯音听力测试、声导抗检测或听觉诱发电位检测等证实。申请理赔时，被保险人年龄必须在3周岁以上，并且须提供理赔当时的听力丧失诊断及检查证据。
十三、双目失明	指因疾病或意外伤害导致双眼视力永久不可逆性丧失，双眼中较好眼须满足下列至少一项条件：1、眼球缺失或摘除；2、矫正视力低于0.02（采用国际标准视力表，如果使用其它视力表应进行换算）；3、视野半径小于5度。申请理赔时，被保险人年龄必须在3周岁以上，并且须提供理赔当时的视力丧失诊断及检查证据。
十四、瘫痪	指因疾病或意外伤害导致两肢或两肢以上肢体机能永久完全丧失。肢体机能永久完全丧失，指疾病确诊180天后或意外伤害发生180天后，每肢三大关节中的两大关节仍然完全僵硬，或不能随意识活动。
十五、心脏瓣膜手术	指为治疗心脏瓣膜疾病，实际实施了开胸进行的心脏瓣膜置换或修复的手术。
十六、严重度烧伤	指烧伤程度为度，且度烧伤的面积达到全身体表面积的20或20以上。体表面积根据中国新九分法计算。
十七、严重原发性肺动脉高压	指不明原因的肺动脉压力持续性增高，进行性发展而导致的慢性疾病，已经造成永久不可逆性的体力活动能力受限，达到美国纽约心脏病学会心功能状态分级IV级，且静息状态下肺动脉平均压超过30mmHg。
十八、严重运动神经元病	是一组中枢神经系统运动神经元的进行性变性疾病，包括进行性脊肌萎缩症、进行性延髓麻痹症、原发性侧索硬化症、肌萎缩性侧索硬化症。本疾病须满足自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上的条件。
十九、语言能力丧失	指因疾病或意外伤害导致完全丧失语言能力，经过积极治疗至少12个月（声带完全切除不受此时间限制），仍无法通过现有医疗手段恢复。精神心理因素所致的语言能力丧失不在保障范围内。申请理赔时，被保险人年龄必须在3周岁以上，并且须提供理赔当时的语言能力丧失诊断及检查证据。
二十、重型再生障碍性贫血	指因骨髓造血功能慢性持续性衰竭导致的贫血、中性粒细胞减少及血小板减少。本疾病须满足下列全部条件：1、骨髓穿刺检查或骨髓活检结果支持诊断；
2、外周血象须具备以下三项条件：	中性粒细胞绝对值0.510/L；网织红细胞1；血小板绝对值2010/L。
二十一、主动脉手术	指为治疗主动脉疾病，实际实施了开胸或开腹进行的切除、置换、修补病损主动脉血管的手术。主动脉指胸主动脉和腹主动脉，不包括胸主动脉和腹主动脉的分支血管。动脉内血管成形术不在保障范围内。
二十二、慢性肝功能衰竭失代偿期	指因慢性肝脏疾病导致肝功能衰竭。本疾病须满足下列全部条件：1、持续性黄疸；2、腹水；3、肝性脑病；4、充血性脾肿大伴脾功能亢进或食管胃底静脉曲张。因酗酒或药物滥用导致的肝功能衰竭不在保障范围内。
二十三、严重阿尔茨海默病	指因大脑进行性、不可逆性改变导致智能严重衰退或丧失，临床表现为明显的认知能力障碍、行为异常和社交能力减退，其日常生活必须持续受到他人监护。本疾病须由头颅断层扫描（CT）、核磁共振检查（MRI）或正电子发射断层扫描（PET）等影像学检查证实，且自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。神经官能症和精神疾病不在保障范围内。
二十四、严重脑损伤	指因头部遭受机械性外力，引起脑重要部位损伤，导致神经系统永久性的功能障碍。须由头颅断层扫描（CT）、核磁共振检查（MRI）或正电子发射断层扫描（PET）等影像学检查证实。神经系统永久性的功能障碍，指脑损伤180天后，仍遗留下列一种或一种以上障碍：1、一肢或一肢以上肢体机能完全丧失；2、语言能力或咀嚼吞咽能力完全丧失；3、自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。
二十五、严重帕金森病	是一种中枢神经系统的退行性疾病，临床表现为震颤麻痹、共济失调等。本疾病须满足下列全部条件：1、药物治疗无法控制病情；2、自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。继发性帕金森综合征不在保障范围内。以上二十五种疾病符合中国保险行业协会颁发的重大疾病保险的疾病定义使用规范。
二十六、慢性复发性胰腺炎	指胰腺炎发作三次以上造成的胰腺功能不全，引起吸收不良需用酶替代治疗。诊断需由消化科专科医生术语释义二十一做出，并有胰胆管逆行造影（ERCP）确诊。由酒精所致的慢性复发性胰腺炎不在保障范围内。
二十七、多发性硬化(MS)	指脑神经组织脱髓鞘性病变的疾病，必须由神经科专科医生根据完整的复发缓解病史依MS的临床标准作出诊断，并需有磁共振、头颅断层扫描（CT）或其他成熟的影像学技术确定诊断。本疾病必须有永久性神经损害的证据，且持续至少满6个月。其他原因如系统性红斑狼疮（SLE）及人类免疫缺陷病毒（HIV）感染所致的神经损害不在保障范围内。
二十八、肌营养不良	指一组以肌肉进行性无力及萎缩为特征的遗传性肌肉变性性疾病。本病必须由神经科专科医生作出明确诊断，并有诸如肌电图(EMG)等神经肌肉的测试予以确认，且必须导致永久性残障；在无辅助支持的情况下至少不能进行六项基本日常生活活动中的三项。
二十九、脊髓灰质炎	神经科专科医生明确诊断的由脊髓灰质炎病毒急性感染导致的麻痹性疾病，有运动功能受损或呼吸衰弱的证据且必须持续至少3个月，病原体必须确定为脊髓灰质炎病毒，未发生瘫痪的病例除外。
三十、进行性球麻痹	由神经科专科医生诊断的包括延髓神经支配的肌肉在内的肌肉变性及消耗，诊断必须有诸如肌电图(EMG)在内的神经肌肉测试来确定诊断。
三十一、进行性肌萎缩	神经科专科医生诊断的疾病，表现为肌萎缩及肌痉挛增加，诊断必须有诸如肌电图(EMG)在内的神经肌肉测试来确定诊断。
三十二、系统性红斑狼疮（SLE）	指一种自身免疫性结缔组织病，于体内有大量致病性自身抗体和免疫复合物，造成组织损伤。系统性红斑狼疮的诊断必须经本公司认可的医院的专科医生明确诊断，并须同时满足下列条件：
1、临床表现至少具备下列条件中的4个：	蝶形红斑或盘形红斑；光敏感；口鼻腔黏膜溃疡；非畸形性关节炎或多关节痛；胸膜炎或心包炎；神经系统损伤（癫痫或精神症状）；血象异常（白细胞小于4000/l或血小板小于100000/l或溶血性贫血）。
2、检测结果至少具备下列条件中的2个：	抗dsDNA抗体阳性；抗Sm抗体阳性；抗核抗体阳性；皮肤狼疮带试验（非病损部位）或肾活检阳性；C3低于正常值。
3、狼疮肾炎致使肾功能减退（或损害），且符合以下条件之一：	系统性红斑狼疮造成肾脏功能损害，尿蛋白2g/24小时且持续性蛋白尿；符合下列WHO诊断标准定义的型至型狼疮性肾炎。世界卫生组织（WHO）狼疮性肾炎分型：型（微小病变型）镜下阴性，尿液正常；型（系膜病变型）中度蛋白尿，偶有尿沉渣改变；型（局灶及节段增生型）蛋白尿，尿沉渣改变；型（弥漫增生型）急性肾炎伴有尿沉渣改变及/或肾病综合征；型（膜型）肾病综合征或重度蛋白尿。
三十三、溶血性链球菌坏疽	指躯干或肢体的浅筋膜或涉及肌肉的深筋膜感染，呈暴发性进展，必须即刻手术清创。本疾病须在外科手术后进行组织培养证实溶血性链球菌坏疽并由专科医生确诊。
三十四、严重类风湿性关节炎	指广泛慢性进行性关节毁损伴严重畸形，至少影响三大关节（如：足、手、腕、膝、髋）。本疾病的诊断必须符合下述全部标准：1、晨僵；2、对称性关节炎；3、有类风湿结节；4、类风湿因子滴度升高；5、有严重关节受损的放射学证据。本疾病的诊断必须由风湿免疫科专科医生确定。
三十五、去皮质综合症	指脑皮质广泛坏死，仅存脑干无损。本疾病的诊断必须由神经科专科医生确定，临床情况必须有至少1个月的书面记载。
三十六、严重原发性心肌病	指一组不明原因所致的心肌病变，包括原发性扩张型心肌病、原发性肥厚型心肌病及原发性限制型心肌病三种，病变已造成永久不可逆性的心功能衰竭，且持续至少180天。心功能衰竭程度须达到纽约心脏病学会的心功能分级标准之心功能IV级。本疾病在申请索赔时必须由心内科专科医生作出明确诊断且经心脏超声波检查证实。继发于全身性疾病或其它器官系统疾病以及由于酒精和药物滥用导致的心肌病不在保障范围内。纽约心脏病学会的心功能分级标准之心功能IV级是指病人不能进行任何活动，休息时仍有心悸、呼吸困难等心力衰竭表现。
三十七、严重重症肌无力	指一种神经与肌肉接头部位传递障碍的自身免疫性疾病，临床特征是局部或全身肌肉在活动时易于疲劳无力，须经神经专科医生明确诊断，且须满足下列全部条件：1、经药物治疗或胸腺手术治疗一年以上无法控制病情，症状缓解、复发及恶化交替出现；2、自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。
三十八、严重克隆病	指一种慢性肉芽肿性肠炎，具有特征性的克隆病病理组织学变化，必须由专科医生诊断并经病理学检查结果证实。被保险人所患克隆病必须已经造成瘘管形成并伴有肠梗阻或肠穿孔。
三十九、经输血导致的人类免疫缺陷病毒感染	被保险人感染上人类免疫缺陷病毒（HIV）并且符合下列所有条件：1、在合同的成立日或复效日之后，被保险人因治疗必需而接受输血，并且因输血而感染HIV；2、提供输血治疗的输血中心或医院出具该项输血感染属医疗责任事故的报告，或者法院终审裁定为医疗责任；3、提供输血治疗的输血中心或医院必须拥有合法经营执照；4、受感染的被保险人不是血友病患者。在任何治愈艾滋病（AIDS）或阻止HIV病毒作用的医疗方法被发现以后，或能防止AIDS发生的医疗方法被研究出来以后，本疾病不在保障范围内。任何因其他传播方式（包括：性传播或静脉注射毒品）导致的HIV感染不在保障范围内。本公司必须拥有获得和使用被保险人的血液样本的权利和能够对这些样本进行独立检验的权利。本公司就本疾病承担的保险责任不受本合同第五条责任免除中被保险人感染艾滋病病毒或患艾滋病的限制。
四十、慢性呼吸功能衰竭	慢性肺部疾病导致永久不可逆性的慢性呼吸功能衰竭，必须由呼吸专科医生确认并符合下列所有条件：1、休息时出现呼吸困难；2、动脉氧分压（PaO2）50mmHg；3、动脉血氧饱和度（SaO2）80；4、因缺氧必须接受持续的输氧治疗。
四十一、型糖尿病（或称胰岛素依赖型糖尿病）	指因严重的胰岛素缺乏导致的一组糖、脂肪、蛋白质代谢异常综合症，并且须依赖外源性胰岛素进行机体的葡萄糖代谢和维持生命。本疾病须经专科医生明确诊断，同时经血胰岛素测定、血C肽测定或尿C肽测定结果证实，已经接受了持续的胰岛素治疗180天以上，并须满足下列至少一项条件：1、并发增殖性视网膜病变；2、并发心脏病变，并须植入心脏起搏器进行治疗；3、至少一个脚趾发生坏疽并已实施手术切除。
四十二、严重川崎病（或称皮肤粘膜淋巴结综合征）	指一种原因未明的血管炎综合征，临床表现为急性发热，皮肤粘膜病损和淋巴结肿大。本病须经专科医生明确诊断，同时须由血管造影或超声心动图检查证实，满足下列至少一项条件：1、伴有冠状动脉瘤，且冠状动脉瘤于最初急性发病后持续至少180天；2、伴有冠状动脉瘤，且实际接受了对冠状动脉瘤进行的手术治疗。
