('_系统性_红斑狼疮', 0.0023044169497744935)
('_永久_完全_丧失', 0.0023024057532058644)
('_导致_被保险人', 0.0022985727716505274)
('_达到_美国纽约', 0.0022948024133923666)
('_心功能_状态', 0.0022922439550987182)
('_一种_或', 0.002292168580461871)
('_满足_下列_至少_一项_条件', 0.00228935604885668)
('_表现_为', 0.0022881967715091007)
('_心功能_状态_分级', 0.002268148259127033)
('_情形_之一', 0.002265700740297011)
('_疾病_保险', 0.0022652555266688816)
('_学会_心功能_状态_分级', 0.002255044374621223)
('_仍_遗留_下列_一种', 0.0022303985533185344)
('_或_咀嚼_吞咽_能力_完全_丧失', 0.0022233864948671737)
('_本_保障', 0.0022166421160322316)
('_至少_一项', 0.002215269728551875)
('_下列_至少_一项', 0.002179107649210214)
('_指_疾病_确诊_180', 0.0021779605324690194)
('_至少_一项_条件', 0.0021755043948483606)
('_满足_下列_至少_一项', 0.002173666229935204)
('_肢体_机能_完全_丧失', 0.0021732263825973122)
('_一个_房间', 0.002171743179792447)
('_符合_下列', 0.002154140697778944)
('_本_附加', 0.0021431668126576336)
('_指_疾病_确诊_180_天后', 0.0021381740454239646)
('_被保险人_身故', 0.0021271458365440003)
('_或_其他', 0.0021224678162637504)
('_视野_半径_小于', 0.002117392134120328)
('_指因_疾病_或', 0.0021125070131260506)
('_视野_半径', 0.002105067012823169)
('_国际标准_视力表', 0.002101036342094041)
('_主动脉_和_腹_主动脉', 0.002097140981365507)
('_理赔_时', 0.002095485562286448)
('_若_被保险人', 0.0020875022047696645)
('_险_合同', 0.0020817220241397274)
('_自己_从', 0.002072896428325839)
('_仍_遗留_下列_一种_或', 0.002063832722728841)
('_矫正视力_低于', 0.002059402911194121)
('_被保险人_年龄', 0.002054900413349297)
('_艾滋病_病毒_或', 0.0020486654627394716)
('_永久_不_可逆', 0.002048368381669078)
('_下_进行', 0.00204610172794008)
('_天_以上', 0.0020380869619844805)
('_肾上腺_皮质_功能', 0.002037588874133072)
('_和_腹_主动脉', 0.0020329862936214306)
('_机能_完全', 0.002019749691685721)
('_遗留_下列', 0.002017228338014122)
('_及其_他', 0.0020147580765448535)
('_溃疡性_结肠炎', 0.00201463312612712)
('_三大_关节', 0.002013752310720733)
('_保险_期间', 0.002009996153272232)
('_一项_条件', 0.001999661133586645)
('_期_程度', 0.0019991851896820705)
('_保险金_受益人', 0.001997679127311597)
('_必须_满足', 0.0019963524281165664)
('_或_染色体_异常', 0.001986508382094753)
('_采用_国际标准_视力表', 0.0019775012185082974)
('_满足_以下', 0.0019753947040839098)
('_下列_情形_之一', 0.0019668889232957094)
('_变形_或_染色体_异常', 0.0019652701011315444)
('_由_头颅', 0.0019640658944888234)
('_并_须_满足_下列', 0.0019616694614748202)
('_效力_中止', 0.0019553327629901747)
('_已经_造成', 0.0019487103051868046)
('_承担_给付_保险金', 0.0019351492323423807)
('_我们_将', 0.001933144380848201)
('_导致_神经系统_永久性', 0.00192287391936962)
('_或_患_艾滋病', 0.0019154673794224808)
('_肺动脉_高压', 0.0019097523869505265)
('_下列_所有', 0.0019084908712235233)
('_导致_神经系统', 0.0019027400827921468)
('_非开_胸', 0.0018941288970274269)
('_三大_关节_中', 0.0018927298064474179)
('_为_治疗', 0.0018790040907700578)
('_机能_完全_丧失', 0.00187775478597853)
('_本_附加_合同', 0.0018774959240969286)
('_自身_免疫性', 0.0018773584337785597)
('_中性_粒细胞', 0.001871797162633462)
('_并_须_满足', 0.0018676979175538907)
('_作出_核定', 0.0018592241152977302)
('_实际_接受', 0.001857059548015607)
('_永久_不', 0.001853543809210372)
('_情况_下', 0.0018451249572988238)
('_造血_功能', 0.0018432528778900513)
('_零时_起', 0.0018323329693643027)
('_心功能_衰竭', 0.0018316908253331239)
('_病理学_检查', 0.0018168136365007297)
('_保险_事故_发生', 0.0018165839945276574)
('_指因_疾病_或_意外', 0.0018049461090215316)
('_因_意外_伤害', 0.0017980260095054315)
('_造成_永久', 0.001793377574185882)
('_不_承担_给付', 0.0017931301765608382)
('_皮质_功能', 0.0017924390685172239)
('_药物_治疗', 0.0017735395253087685)
('_疾病_导致', 0.0017670674030074802)
('_永久_不可逆性_丧失', 0.0017623737540022886)
('_体力_活动_能力_受限', 0.0017621304192454788)
('_须_由_头颅', 0.0017553815032298166)
('_视力表_应_进行_换算', 0.0017522093069149817)
('_手术_不', 0.0017481883629153895)
('_不能_随_意识_活动', 0.0017470003017853201)
('_下列_所有_条件', 0.0017405154445849708)
('_活动_能力_受限', 0.0017362044158251017)
('_完全_丧失_语言_能力', 0.0017191550985763107)
('_骨髓_造血', 0.0017143246061427418)
('_脑垂体_瘤', 0.0017139515999271542)
('_指_被保险人', 0.001706626284342272)
('_以上_肢体_机能_完全_丧失', 0.0017055303129280433)
('_和_腹', 0.0017015546566836784)
('_无法控制_病情', 0.0016903917462490826)
('_180_天_以上', 0.0016847755829616528)
('_狼疮性_肾炎', 0.0016791106002266552)
('_感染_艾滋病_病毒_或_患_艾滋病', 0.0016777970668529554)
('_完全_丧失_语言', 0.0016741212026714727)
('_一肢_以上_肢体_机能_完全_丧失', 0.0016713563003852316)
('_分支_血管', 0.001669714560561444)
('_疾病_定义', 0.0016695235250521157)
('_下列_一种', 0.001662756827000868)
('_在_本合同', 0.001651415634854562)
('_类_风湿性关节炎', 0.0016510974434166673)
('_丧失_语言_能力', 0.00165104202931633)
('_且_已经', 0.0016388188954936274)
('_一种_以上_障碍', 0.0016379617780967707)
('_手术_不_在', 0.001629342600028449)
('_认为_是', 0.0016243830415527995)
('_躯干_端', 0.0016232233145910774)
('_病毒_或_患_艾滋病', 0.0016207880190924238)
('_以上_障碍', 0.001618792191021346)
('_指_疾病_确诊', 0.0016165363177099849)
('_合法_有效', 0.0016125606543622756)
('_脑_囊肿', 0.0016092628682742533)
('_重大_疾病_保险', 0.0016060973609432485)
('_检查_证据', 0.0016043914992138106)
('_一种_以上', 0.0016026961873044456)
('_靠近_躯干_端', 0.0016023772784259764)
('_遗传性_疾病', 0.0016010519030396036)
('_踝关节_近端', 0.0015959129818701628)
('_感染_艾滋病_病毒_或', 0.0015920420473889048)
('_眼球_缺失', 0.001578832917514722)
('_靠近_躯干', 0.0015767493407174032)
('_诊断_为', 0.0015757482699485133)
('_原因_导致', 0.001575115145684415)
('_活动_能力', 0.0015693407154474684)
('_专科医生_认为', 0.0015664384097083264)
('_变形_或', 0.001561745343432651)
('_射血_分数', 0.0015592363920798541)
('_诊断_及', 0.001558212258906151)
('_必须_在', 0.0015566982691855682)
('_申请_理赔', 0.0015531309726024792)
('_血管_成形术', 0.001548579725946237)
('_应_进行_换算', 0.001547212040041352)
('_脑_动脉瘤', 0.0015471800798889414)
('_下列_一种_或', 0.0015442339176452951)
('_每肢_三大_关节_中', 0.0015427249795154612)
('_因_酗酒', 0.001541931499745749)
('_肝性_脑病', 0.0015409241571078377)
('_在_保险单', 0.0015402234057504194)
('_肾功能_衰竭', 0.0015371232984835045)
('_驾驶证_驾驶', 0.0015269539330533119)
('_次日_零时_起', 0.001521680085820952)
('_双眼_中较_好', 0.001519501281772164)
('_经_专科医生', 0.001513948910258169)
('_次日_零时', 0.0015104532039684662)
('_关节_中', 0.0014943351338228225)
('_指_疾病', 0.0014893514330704871)
('_深度_昏迷', 0.0014825474198115495)
('_下列_情形', 0.0014820784334925532)
('_阿尔茨海默_病', 0.001479037642236645)
('_公司_认可_医院', 0.0014751834522153822)
('_或_患', 0.00147207047590672)
('_指_一种', 0.0014715990773475525)
('_持续_受到_他人_监护', 0.0014672527679264686)
('_颅内_压', 0.0014658384564849183)
('_如实_告知_义务', 0.0014654759118856771)
('_给付_重大', 0.0014649382208548785)
('_因_酗酒_或', 0.0014627318800071358)
('_保险单_上', 0.0014578965664081701)
('_须_满足_下列_至少', 0.0014577492475125109)
('_下列_一种_或_一种_以上', 0.001457669837402911)
('_责任_免除', 0.0014557968164128818)
('_X_线', 0.001455452967849994)
('_现有_医疗', 0.0014539282456091903)
('_明确_说明', 0.001453472145054823)
('_或_一种_以上', 0.0014507857937455704)
('_病毒_或', 0.0014488709863594454)
('_不_受', 0.0014449482318388538)
('_一种_或_一种_以上', 0.0014441124917775386)
('_必须_明确', 0.0014427609928306406)
('_手术_不_在_保障_范围', 0.0014414459586751843)
('_本合同_约定', 0.0014377906603046688)
('_下列_一种_或_一种_以上_障碍', 0.001434511004749115)
('_酗酒_或', 0.0014309523938486224)
('_自_腕关节', 0.0014281462959018201)
('_日常生活_必须_持续_受到_他人_监护', 0.001425619642376568)
('_指_为', 0.0014219729116511505)
('_本合同_终止', 0.0014203631783609267)
('_器官_移植术', 0.0014140626827249694)
('_HIV_感染', 0.001410774334994374)
('_切除_手术', 0.0014070923021153113)
('_完全_僵硬', 0.00140343368989332)
('_合同_解除权', 0.0013999516531628)
('_应_进行', 0.0013967923031376272)
('_必须_持续_受到_他人_监护', 0.0013962815094976497)
('_经过_积极_治疗', 0.0013921687695324285)
('_投保_时', 0.0013894361122220062)
('_眼球_缺失_或_摘除', 0.0013860763388787562)
('_组织_病理学', 0.0013845931157089146)
('_主动脉_和', 0.0013804979956140281)
('_视力_永久', 0.0013787152953816618)
('_本合同_生效', 0.001377275948505272)
('_并_须_满足_下列_全部_条件', 0.0013772347360182687)
('_合同_约定', 0.0013752317056853836)
('_筋_膜炎', 0.0013718125663574562)
('_尿毒症_期', 0.0013715763318728812)
('_关节_仍然_完全_僵硬', 0.0013687996404310578)
('_必须_明确_诊断', 0.0013685700687618811)
('_或_踝关节_近端', 0.0013652028744966403)
('_临床_症状', 0.0013628868512879746)
('_指_为_治疗', 0.0013593512828493776)
('_诊断_标准', 0.0013591727636821625)
('_因_重大过失_未', 0.001357827081964558)
('_肌_营养不良', 0.0013563525038087772)
('_分级_IV', 0.0013525634992776355)
('_上_载明', 0.0013521567522186576)
('_积极_治疗', 0.0013493301505579094)
('_分级_IV_级', 0.0013483088428606833)
('_自_腕关节_或_踝关节_近端', 0.001346693672512271)
('_解除合同_申请书', 0.0013375502685811815)
('_由本_公司', 0.00133751306526642)
('_完全_切除', 0.0013350745130163498)
('_状态_分级_IV', 0.00132980963595277)
('_状态_分级_IV_级', 0.0013269864108663768)
('_再生_障碍性', 0.0013260978843018347)
('_呼吸_功能', 0.0013256257494696677)
('_而_导致', 0.0013220342735399354)
('_矫正视力_低于_0.02', 0.0013218136685494157)
('_烧伤_程度_为度', 0.0013184071150581331)
('_仍然_完全', 0.0013183237304556221)
('_药物滥用_导致', 0.001313150615098185)
('_提供_理赔_当时', 0.00130235360920636)
('_诊断_必须_由', 0.001301061898529119)
('_心功能_状态_分级_IV', 0.0012994988064173414)
('_平均_听阈_大于', 0.0012988962404422441)
('_持续_180', 0.0012969108026294615)
('_民事行为_能力', 0.0012926812786675287)
('_心功能_状态_分级_IV_级', 0.0012919261096299677)
('_学会_心功能_状态_分级_IV', 0.0012919261096299677)
('_给付_重大_疾病', 0.0012899379505941044)
('_知道_保险_事故', 0.0012858624662242255)
('_学会_心功能_状态_分级_IV_级', 0.0012843554392869667)
('_本合同_所指', 0.001282370521171148)
('_但_不', 0.0012772193653502247)
('_因_重大过失', 0.0012748425409278721)
('_保险_凭证', 0.001267982134877587)
('_脊_肌萎缩', 0.0012678826559228242)
('_导致_肝功能_衰竭', 0.0012653514073348064)
('_专科医生_认为_是', 0.0012652470537655447)
('_保单_年度', 0.0012631920632697037)
('_知道_保险_事故_发生', 0.001261589711554605)
('_不_承担_给付_保险金', 0.001261268223590483)
('_听觉_诱发电位_检测_等_证实', 0.001260811229875681)
('_发生_之日起', 0.0012587099041005835)
('_自_腕关节_或_踝关节', 0.001255599281680608)
('_坏死性_筋', 0.001249889075107645)
('_明确_诊断_为', 0.001248506047964318)
('_结果_证实', 0.0012462413518717977)
('_语言_能力_丧失', 0.0012454567892703319)
('_故意_杀害', 0.0012437659891177232)
('_肾_髓质', 0.0012433987344039193)
('_因_酗酒_或_药物滥用_导致', 0.0012416044941364693)
('_造血_干细胞_移植术', 0.0012336891151690206)
('_或_脑膜炎', 0.0012209693188137644)
('_手术_治疗', 0.0012183223024877156)
('_已经_造成_永久', 0.00121579263900133)
('_申请_理赔_时', 0.001206359520924509)
('_或_以上', 0.0012062115513225146)
('_12_个_月', 0.0012060040260461593)
('_有效期_内', 0.0012058711564643598)
('_解除_前', 0.0012035151546744747)
('_全身_体表_面积', 0.0012015550679420166)
('_因_酗酒_或_药物滥用', 0.0012013256935395997)
('_情况_下_进行', 0.0011977595854493928)
('_相当于_AnnArbor_分期_方案', 0.0011963650217979873)
('_头部_遭受_机械性_外力', 0.0011963643700378028)
('_手术_不_在_保障', 0.0011951591492668958)
('_不_真实', 0.00119349341706124)
('_如果_您', 0.001192315861871685)
('_根据_中国', 0.001190105387040476)
('_或_药物滥用_导致', 0.0011891411319831075)
('_病毒_或_患', 0.0011880447716313609)
('_球囊_扩张', 0.0011868220658945035)
('_指胸_主动脉', 0.0011857556504707909)
('_必须_提供', 0.001185475025063581)
('_肌萎缩_性侧_索', 0.0011832878532316957)
('_干细胞_移植术', 0.0011820706257565903)
('_酗酒_或_药物滥用_导致', 0.001178769366948553)
('_12_个', 0.0011745408245655588)
('_支架_植入术', 0.0011744136861981055)
('_准备_好', 0.0011714556118377754)
('_本_保障_范围', 0.0011706102886482053)
('_所_能', 0.001164786635849057)
('_认知_能力', 0.0011627456150879157)
('_或_药物滥用', 0.001161742800149223)
('_主动脉_指胸_主动脉', 0.0011614560922402243)
('_或_不能', 0.0011553480715325681)
('_肌萎缩_性侧_索_硬化症', 0.0011539658093103911)
('_主动脉_指胸', 0.0011526305415399674)
('_我们_认可', 0.0011519251598035647)
('_向_您', 0.0011502532810794216)
('_脊_肌萎缩_症', 0.0011474573582712089)
('_按_本合同', 0.0011468697575637403)
('_烧伤_程度', 0.0011467345340920752)
('_具有_有效', 0.0011466681316986377)
('_平均_听阈_大于_90_分贝', 0.0011453176339956026)
('_异体_移植手术', 0.001142598563311408)
('_坏死性_胰腺炎', 0.0011425227541473142)
('_须_满足_下列_至少_一项_条件', 0.0011421479519267345)
('_造成_永久_不可逆性', 0.0011356856817844082)
('_给付_重大_疾病_保险金', 0.001132917748146177)
('_血小板_减少', 0.0011316000416731068)
('_同意_承保', 0.0011306661369384814)
('_民事行为_能力_人', 0.0011282091203236087)
('_重大_器官_移植术', 0.0011278336917986778)
('_其他_保险_凭证', 0.0011229026001145577)
('_植物_人', 0.00112283775819856)
('_无法_通过', 0.0011224909384831285)
('_是_医疗', 0.001115591857428162)
('_符合_以下', 0.0011125806795339816)
('_未_达到', 0.0011105086340102274)
('_坏死性_筋_膜炎', 0.0011102277010910456)
('_活检_结果', 0.0011100908932930955)
('_视力_永久_不可逆性_丧失', 0.0011053327848097995)
('_以下_所有', 0.0011046648510387833)
('_变性_疾病', 0.0011045369563129777)
('_瓣膜_置换', 0.0011029014642398212)
('_专科_医师', 0.0011018277011782644)
('_血管_管腔', 0.0011004498433305973)
('_意外_伤害_发生', 0.001099942524070178)
('_食物_放入_口中', 0.0010965683304704848)
('_进行性_脊_肌萎缩_症', 0.0010955631395237232)
('_酒后_驾驶', 0.0010948747645248631)
('_心脏_瓣膜_置换', 0.0010944852983552703)
('_与_确认_保险_事故', 0.0010940581923306965)
('_保险金_给付_申请书', 0.0010932167980892131)
('_临床_特征', 0.0010917514293637103)
('_度_烧伤', 0.001091299433710455)
('_静息_状态_下', 0.0010910474699532807)
('_冠状动脉_支架_植入术', 0.0010907484457557866)
('_须_满足_下列_至少_一项', 0.0010906856357349212)
('_碟_中取_食物_放入_口中', 0.0010904727243450593)
('_由_专科医生_认为', 0.0010903900146405964)
('_静息_状态', 0.0010888447688168553)
('_医院_专科医生', 0.0010875198469447811)
('_引起_脑_重要_部位_损伤', 0.0010869566957382813)
('_保险单_上_载明', 0.0010841863510790473)
('_射血_分数_低于', 0.0010831750878956149)
('_及其_它', 0.0010822547607398693)
('_骨髓_造血_功能', 0.0010802543830893806)
('_解除_本合同', 0.0010795760807646836)
('_由_我们', 0.0010789009638887672)
('_将_按', 0.0010769318482762836)
('_检查_结果_证实', 0.0010755692445729515)
('_通过_现有_医疗_手段_恢复', 0.0010733137478340605)
('_完全性_断离', 0.001072841601468116)
('_90_分贝', 0.001072260453447972)
('_持续_180_天', 0.0010701997738199495)
('_反复_发作', 0.0010695786519505143)
('_以上_完全性_断离', 0.0010690980328641147)
('_急性_坏死性', 0.0010685203699104843)
('_到_另_一个_房间', 0.0010674193014355768)
('_90_天', 0.0010670597141527794)
('_视力_永久_不可逆性', 0.001065980489292365)
('_必须_持续', 0.0010650600294603689)
('_以上_肢体_机能_永久_完全_丧失', 0.0010650333375660003)
('_履行_如实_告知_义务', 0.0010637504264490547)
('_18_周岁', 0.001062929361121181)
('_前_发生', 0.001062528580491631)
('_到_另', 0.001061819815344479)
('_提供_理赔', 0.0010615681925327002)
('_肺动脉_平均_压_超过', 0.0010615557603181165)
('_到_另_一个', 0.0010608129494858512)
('_慢性_呼吸', 0.001057171456376068)
('_专科医生_根据', 0.0010557624176579738)
('_无_合法', 0.001053774794353673)
('_有效_驾驶证', 0.0010517488716229786)
('_中国_新_九分_法_计算', 0.0010503830123055342)
('_失_代偿', 0.0010501071244188743)
('_埃_博拉', 0.0010490539171081577)
('_无_合法_有效', 0.001048378192101733)
('_慢性_呼吸_功能', 0.0010427039477013593)
('_能力_丧失', 0.0010424209362659316)
('_延髓_麻痹症', 0.001041651289968632)
('_下_肺动脉_平均_压_超过', 0.0010411038174879357)
('_给付_申请书', 0.0010400153750364611)
('_危及_生命', 0.0010399041746694524)
('_肌_营养不良_症', 0.0010390705821645256)
('_及时_通知', 0.0010362248877748474)
('_根据_中国_新_九分_法_计算', 0.0010360766708018862)
('_被_确诊', 0.0010343673662822478)
('_能_提供', 0.0010300863605313144)
('_部分_切除', 0.001029008068156708)
('_效力_恢复', 0.0010279319730316903)
('_以上_完全性', 0.0010246773546390379)
('_乳头_水肿', 0.0010240754614796097)
('_肺动脉_平均', 0.001020965039106128)
('_I_期', 0.0010203816699616262)
('_指胸_主动脉_和', 0.0010186760452518299)
('_视力_丧失', 0.001015995352857394)
('_并_提供', 0.00101489042721895)
('_确诊_为', 0.0010105110112733002)
('_指胸_主动脉_和_腹_主动脉', 0.0010097733166158722)
('_主动脉_指胸_主动脉_和', 0.0010097733166158722)
('_指胸_主动脉_和_腹', 0.0010086741024731996)
('_主动脉_指胸_主动脉_和_腹_主动脉', 0.0010086436239898082)
('_酗酒_或_药物滥用', 0.0010068328270869229)
('_附贴_批单', 0.001005288384119465)
('_有关_证明', 0.0010044386601801496)
('_仍_无法', 0.0010035807089951259)
('_保险金_时', 0.0010033096685166081)
('_下_肺动脉_平均', 0.0010031368083003363)
('_手术_不_在_保障_范围_内', 0.00100287806643213)
('_慢性_呼吸_功能_衰竭', 0.0010011581722791352)
('_属于_保险_责任', 0.0010006272696572711)
('_静息_状态_下_肺动脉_平均', 0.0009992334652182445)
('_无_合法_有效_驾驶证', 0.000997563233652784)
