question	answer
5.3先天性畸形、变形或染色体异常	指被保险人出生时就具有的畸形、变形或染色体异常。先天性畸形、变形和染色体异常依照世界卫生组织疾病和有关健康问题的国际统计分类（ICD10）确定。
5.4重大疾病	指被保险人经我们认可的医院的专科医生（注1）确诊，初次发生符合下列定义的疾病或初次接受符合下列定义的手术。本附加合同所列重大疾病中第一种至第二十五种为中国保险行业协会制定的重大疾病保险的疾病定义使用规范中列明的疾病，其余为本公司增加的疾病。管、淋巴管和体腔扩散转移到身体其它部位的疾病。经病理学检查结果明确诊断，临床诊断属于世界卫生组织疾病和有关健康问题的国际统计分类（ICD10）的恶性肿瘤范畴。下列疾病不在保障范围内：（1）原位癌；（2）相当于Binet分期方案A期程度的慢性淋巴细胞白血病；（3）相当于AnnArbor分期方案I期程度的何杰金氏病；（4）皮肤癌（不包括恶性黑色素瘤及已发生转移的皮肤癌）；（5）TNM分期为TNM期或更轻分期的前列腺癌；（6）感染艾滋病病毒或患艾滋病期间所患恶性肿瘤。
2.急性心肌梗塞：	指因冠状动脉阻塞导致的相应区域供血不足造成部分心肌坏死。须满足下列至少三项条件：（1）典型临床表现，例如急性胸痛等；（2）新近的心电图改变提示急性心肌梗塞；（3）心肌酶或肌钙蛋白有诊断意义的升高，或呈符合急性心肌梗塞的动态性变化；（4）发病90天后，经检查证实左心室功能降低，如左心室射血分数低于50。
3.脑中风后遗症：	指因脑血管的突发病变引起脑血管出血、栓塞或梗塞，并导致神经系统永久性的功能障碍。神经系统永久性的功能障碍，指疾病确诊180天后，仍遗留下列一种或一种以上障碍：（1）一肢或一肢以上肢体机能完全丧失（注2）；（2）语言能力或咀嚼吞咽能力完全丧失（注3）；（3）自主生活能力完全丧失，无法独立完成六项基本日常生活活动（注4）中的三项或三项以上。
4.重大器官移植术或造血干细胞移植术：	重大器官移植术，指因相应器官功能衰竭，已经实施了肾脏、肝脏、心脏或肺脏的异体移植手术。造血干细胞移植术，指因造血功能损害或造血系统恶性肿瘤，已经实施了造血干细胞（包括骨髓造血干细胞、外周血造血干细胞和脐血造血干细胞）的异体移植手术。
5.冠状动脉搭桥术（或称冠状动脉旁路移植术）：	指为治疗严重的冠心病，实际实施了开胸进行的冠状动脉血管旁路移植的手术。冠状动脉支架植入术、心导管球囊扩张术、激光射频技术及其它非开胸的介入手术、腔镜手术不在保障范围内。
6.终末期肾病（或称慢性肾功能衰竭尿毒症期）：	指双肾功能慢性不可逆性衰竭，达到尿毒症期，经诊断后已经进行了至少90天的规律性透析治疗或实施了肾脏移植手术。
7.多个肢体缺失：	指因疾病或意外伤害导致两个或两个以上肢体自腕关节或踝关节近端（靠近躯干端）以上完全性断离。
8.急性或亚急性重症肝炎：	指因肝炎病毒感染引起肝脏组织弥漫性坏死，导致急性肝功能衰竭，且经血清学或病毒学检查证实，并须满足下列全部条件：（1）重度黄疸或黄疸迅速加重；（2）肝性脑病；（3）B超或其它影像学检查显示肝脏体积急速萎缩；（4）肝功能指标进行性恶化。
9.良性脑肿瘤：	指脑的良性肿瘤，已经引起颅内压增高，临床表现为视神经乳头水肿、精神症状、癫痫及运动感觉障碍等，并危及生命。须由头颅断层扫描（CT）、核磁共振检查（MRI）或正电子发射断层扫描（PET）等影像学检查证实，并须满足下列至少一项条件：（1）实际实施了开颅进行的脑肿瘤完全切除或部分切除的手术；（2）实际实施了对脑肿瘤进行的放射治疗。脑垂体瘤、脑囊肿、脑血管性疾病不在保障范围内。
10.慢性肝功能衰竭失代偿期：	指因慢性肝脏疾病导致肝功能衰竭。须满足下列全部条件：（1）持续性黄疸；（2）腹水；（3）肝性脑病；（4）充血性脾肿大伴脾功能亢进或食管胃底静脉曲张。因酗酒或药物滥用导致的肝功能衰竭不在保障范围内。
11.脑炎后遗症或脑膜炎后遗症：	指因患脑炎或脑膜炎导致的神经系统永久性的功能障碍。神经系统永久性的功能障碍，指疾病确诊180天后，仍遗留下列一种或一种以上障碍：（1）一肢或一肢以上肢体机能完全丧失；（2）语言能力或咀嚼吞咽能力完全丧失；（3）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。照格拉斯哥昏迷分级（Glasgowcomascale）结果为5分或5分以下，且已经持续使用呼吸机及其它生命维持系统96小时以上。因酗酒或药物滥用导致的深度昏迷不在保障范围内。赫兹和2000赫兹语音频率下，平均听阈大于90分贝，且经纯音听力测试、声导抗检测或听觉诱发电位检测等证实。至少一项条件：（1）眼球缺失或摘除；（2）矫正视力低于0.02（采用国际标准视力表，若使用其它视力表应进行换算）；（3）视野半径小于5度。
15.瘫痪：	指因疾病或意外伤害导致两肢或两肢以上肢体机能永久完全丧失。肢体机能永久完全丧失，指疾病确诊180天后或意外伤害发生180天后，每肢三大关节中的两大关节仍然完全僵硬，或不能随意识活动。
16.心脏瓣膜手术：	指为治疗心脏瓣膜疾病，实际实施了开胸进行的心脏瓣膜置换或修复的手术。
17.严重阿尔茨海默病：	指因大脑进行性、不可逆性改变导致智能严重衰退或丧失，临床表现为明显的认知能力障碍、行为异常和社交能力减退，其日常生活必须持续受到他人监护。须由头颅断层扫描（CT）、核磁共振检查（MRI）或正电子发射断层扫描（PET）等影像学检查证实，且自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。神经官能症和精神疾病不在保障范围内。
18.严重脑损伤：	指因头部遭受机械性外力，引起脑重要部位损伤，导致神经系统永久性的功能障碍。须由头颅断层扫描（CT）、核磁共振检查（MRI）或正电子发射断层扫描（PET）等影像学检查证实。神经系统永久性的功能障碍，指脑损伤180日后，仍遗留下列一种或一种以上障碍：（1）一肢或一肢以上肢体机能完全丧失；（2）语言能力或咀嚼吞咽能力完全丧失；（3）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。
19.严重帕金森病：	是一种中枢神经系统的退行性疾病，临床表现为震颤麻痹、共济失调等。须满足下列全部条件：（1）药物治疗无法控制病情；（2）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。继发性帕金森综合征不在保障范围内。
20.严重度烧伤：	指烧伤程度为度，且度烧伤的面积达到全身体表面积的20或20以上。体表面积根据中国新九分法计算。
21.严重原发性肺动脉高压：	指不明原因的肺动脉压力持续性增高，进行性发展而导致的慢性疾病，已经造成永久不可逆性的体力活动能力受限，达到美国纽约心脏病学会心功能状态分级IV级，且静息状态下肺动脉平均压超过30mmHg。
22.严重运动神经元病：	是一组中枢神经系统运动神经元的进行性变性疾病，包括进行性脊肌萎缩症、进行性延髓麻痹症、原发性侧索硬化症、肌萎缩性侧索硬化症。须满足自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上的条件。
23.语言能力丧失：	指因疾病或意外伤害导致完全丧失语言能力，经过积极治疗至少12个月（声带完全切除不受此时间限制），仍无法通过现有医疗手段恢复。精神心理因素所致的语言能力丧失不在保障范围内。
24.重型再生障碍性贫血：	指因骨髓造血功能慢性持续性衰竭导致的贫血、中性粒细胞减少及血小板减少。须满足下列全部条件：（1）骨髓穿刺检查或骨髓活检结果支持诊断；（2）外周血象须具备以下三项条件：中性粒细胞绝对值0.5109/L；网织红细胞1；血小板绝对值20109/L。
25.主动脉手术：	指为治疗主动脉疾病，实际实施了开胸或开腹进行的切除、置换、修补病损主动脉血管的手术。主动脉指胸主动脉和腹主动脉，不包括胸主动脉和腹主动脉的分支血管。动脉内血管成形术不在保障范围内。
26.终末期肺病：	指被保险人必须由我们认可的医院的呼吸科专科医师确诊患有慢性终末期肺病而出现慢性呼吸功能衰竭，必须满足以下所有条件：（1）肺功能测试其FEV持续低于1升；1（2）病人血氧不足必须持续地进行输氧治疗；（3）动脉血气分析氧分压等于或低于55mmHg；（4）休息时出现呼吸困难。
27.肌营养不良症：	是一组遗传性肌肉变性性病变，临床特征为与神经系统无关的骨骼肌对称地进行性无力和萎缩，其诊断需同时符合以下条件：（1）肌电图显示典型肌营养不良症的阳性改变；（2）肌肉活检的病理学诊断符合肌营养不良症的肌肉细胞变性、坏死等阳性改变；（3）已导致被保险人永久不可逆性的丧失独立完成三项或三项以上日常生活活动能力。
28.多发性硬化症：	是中枢神经系统白质多灶性脱髓鞘病变，病变有时累及灰质。多发性硬化症必须由我们认可的医院的专科主任级医生确诊。多发性硬化症必须造成神经系统功能损害并且被保险人永久不可逆性的丧失独立完成三项或三项以上日常生活活动能力。
29.经输血导致的人类免疫缺陷病毒感染：	指被保险人感染上人类免疫缺陷病毒并且符合下列所有条件：（1）在保障起始日或复效日之后，被保险人因治疗必需而接受输血，并且因输血而感染人类免疫缺陷病毒；（2）提供输血治疗的输血中心或医院出具该项输血感染属医疗责任事故的报告，或者法院终审裁定为医疗责任并且不准上诉；（3）提供输血治疗的输血中心或医院必须拥有合法经营执照；（4）受感染的被保险人不是血友病患者。在任何治愈艾滋病或阻止人类免疫缺陷病毒病毒作用的疗法被发现以后，或能防止艾滋病发生的医疗方法被研究出来以后，本保障将不再予以赔付。任何因其他传播方式（包括：性传播或静脉注射毒品）导致的人类免疫缺陷病毒感染不在保障范围内。保险公司必须拥有获得使用被保险人的血液样本的权利和能够对这些样本进行独立检验的权利。
30.重症肌无力：	指一种神经与肌肉接头部位传递障碍的自身免疫性疾病，临床特征是局部或全身横纹肌于活动时易于疲劳无力，颅神经眼外肌最易累及，也可涉及呼吸肌、下肢近端肌群以至全身肌肉，须经我们认可的神经科医师确诊。其诊断必须同时具有下列情况：（1）经药物、胸腺手术治疗一年以上无法控制病情，丧失正常工作能力；（2）出现眼睑下垂，或延髓肌受累引起的构音困难、进食呛咳，或由于肌无力累及延髓肌、呼吸肌而致机体呼吸功能不正常的危急状态即肌无力危象；（3）症状缓解、复发及恶化交替出现，临床接受新斯的明等抗胆碱酯酶药物治疗的病史。
31.脑动脉瘤破裂出血开颅夹闭手术：	指因脑动脉瘤破裂造成蛛网膜下腔出血，被保险人实际接受了在全麻下进行的开颅动脉瘤夹闭手术。脑动脉瘤（未破裂）预防性手术、颅骨打孔手术、动脉瘤栓塞手术、血管内手术及其他颅脑手术不在保障范围内。
32.严重系统性红斑狼疮性肾病：	系统性红斑狼疮是累及多系统、多器官的具有多种自身抗体的免疫性疾病。系统性红斑狼疮性肾病，又称为狼疮性肾炎，是系统性红斑狼疮累及肾脏，造成肾功能损伤。须经肾脏病理检查或临床确诊，并符合下列WHO诊断标准定义的型至型狼疮性肾炎。世界卫生组织（WHO）狼疮性肾炎分型：型（微小病变型）镜下阴性，尿液正常型（系膜病变型）中度蛋白尿，偶有尿沉渣改变型（局灶及节段增生型）蛋白尿，尿沉渣改变型（弥漫增生型）急性肾炎伴有尿沉渣改变及或肾病综合征型（膜型）肾病综合征或重度蛋白尿其它类型的红斑性狼疮，如盘状狼疮，仅累及血液及关节等其它系统的系统性红斑狼疮不在保障范围内。
33.严重的原发性心肌病：	指不明原因引起的一类心肌病变，包括原发性扩张型心肌病、原发性肥厚型心肌病及原发性限制型心肌病三种，病变必须已造成事实上心室功能障碍而出现明显的心功能衰竭（指按照美国纽约心脏协会心功能分类标准心功能达四级，即有医院的医疗记录显示病人不能进行任何活动，休息时仍有心悸、呼吸困难等心力衰竭表现），且有相关住院医疗记录显示四级心功能衰竭状态持续至少180日。本病须经专科医生明确诊断。继发于全身性疾病或其它器官系统疾病造成的心肌病变不在保障范围。
34.植物人：	指脑皮质广泛性坏死而导致对自身及周边的认知能力完全丧失，但脑干功能依然存在。必须由神经专科医生明确诊断，并有头颅断层扫描（CT），核磁共振检查（MRI）或正电子发射断层扫描（PET）等影像学检查证实。上述情况必须有至少一个月的病历记录加以证实。由于酗酒或滥用药物所致的植物人状态不在保障范围内。
35.因职业关系导致的人类免疫缺陷病毒感染：	指被保险人在其常规职业工作过程中遭遇外伤，或者职业需要处理血液或者其他体液时感染上人类免疫缺陷病毒（HIV）。必须满足下列全部条件：（1）感染必须是在被保险人正在从事其职业工作中发生，该职业必须属于以下职业之一：医生和牙科医生、护士、医院化验室工作人员、医院护工、医生助理和牙医助理、救护车工作人员、助产士、消防队员、警察、狱警；（2）血清转化必须出现在事故发生后的6个月内；（3）必须提供被保险人在所报告事故发生后的5天内进行的检验报告，该报告必须显示被保险人血液HIV病毒阴性和/或HIV抗体阴性；（4）必须在事故发生后的12个月内证实被保险人体内存在HIV病毒或者HIV抗体。
36.肾髓质囊性病：	指经肾脏内科专科医生明确诊断为肾髓质囊性病，且须同时满足下列条件：（1）肾髓质有囊肿、肾小管萎缩及间质纤维化等病理改变；（2）贫血、多尿及肾功能衰竭等临床表现；（3）诊断须由肾组织活检确定。
37.脊髓灰质炎：	是由于脊髓灰质炎病毒感染所致的瘫痪性疾病，临床表现为运动功能损害或呼吸无力。脊髓灰质炎必须明确诊断。我们仅对脊髓灰质炎造成的神经系统功能损害导致被保险人一肢或一肢以上肢体机能永久完全丧失的情况予以理赔。肢体机能永久完全丧失，指疾病确诊180日后，每肢三大关节中的两大关节仍然完全僵硬，或不能随意识活动。
38.硬皮病：	是以弥漫性皮肤、血管及内脏器官结缔组织纤维化、硬化及萎缩为特点的结缔组织病。必须由风湿免疫专科医生确诊。必须有活体组织检查和血清学的检查作为确诊依据。病变需累及心脏、肺脏或肾脏。下列疾病不在保障范围内：（1）局限性硬皮病（包括带状硬皮病、硬斑病）；（2）嗜酸细胞性筋膜炎；（3）CREST综合征。
39.肺源性心脏病：	由呼吸专科医生或心内科专科医生确诊为肺源性心脏病。诊断必须基于右心导管（心血管造影）的检查结果，且必须同时满足如下诊断标准：（1）肺血管阻力高于3个伍德单位；（2）平均肺动脉血压不低于40毫米汞柱；（3）肺楔压不高于15毫米汞柱；（4）右心室过度肥大和扩张，出现右心衰竭和呼吸困难。因左心病变或者先天性心脏病引起的右心衰竭或者肺动脉高压不在保障范围之内。
40.肝豆状核变性(Wilson病)：	指由于先天性铜代谢障碍所引起的一种疾病，其特点为肝硬化与双侧脑基底神经节变性同时存在，且须经专科医生明确诊断，并同时必须具备下列情况：（1）临床表现包括：进行性加剧的肢体震颤，肌强直，吞咽及发音困难，精神异常；（2）角膜色素环（KF环）；（3）血清铜和血清铜蓝蛋白降低，尿铜增加；（4）食管静脉曲张；（5）腹水。
41.象皮病：	指末期丝虫病，按国际淋巴学会分级为三度淋巴液肿，其临床表现为肢体非凹陷性水肿伴畸形增大、硬皮症和疣状增生。此病症须经专科医生根据临床表现和微丝蚴的化验结果确诊。
42.严重自身免疫性肝炎：	是一种原因不明的慢性肝脏的坏死性炎性疾病，机体免疫机制被破坏，产生针对肝脏自身抗原的抗体导致自身免疫反应，从而破坏肝细胞造成肝脏炎症坏死，进而发展为肝硬化。必须满足所有以下条件：（1）高球蛋白血症；（2）血液中存在高水平的自身免疫抗体，如ANA（抗核抗体）、SMA（抗平滑肌抗体）、抗LKM1抗体或抗SLA/LP抗体；（3）肝脏活检证实免疫性肝炎；（4）临床已经出现腹水、食道静脉曲张和脾肿大等肝硬化表现。
43.严重心肌炎：	指心肌局限性或弥漫性的急性或慢性炎症病变，导致心脏功能障碍，达到美国纽约心脏病学会心功能状态分级四级，且持续至少90日。
44.急性坏死性胰腺炎：	由专科医生确诊为急性坏死性胰腺炎，并需进行手术治疗，以进行组织清除、病灶切除或胰腺部分切除。但因酒精中毒所致的急性坏死性胰腺炎除外。
45.严重克隆病：	克隆病是一种慢性肉芽肿性肠炎，具有特征性的克隆病病理组织学变化。诊断必须由病理检查结果证实。被保险人所患的克隆病必须已经造成瘘管形成并伴有肠梗阻或肠穿孔。
46.严重冠心病：	指根据冠状动脉造影检查结果确诊的三支主要血管（左冠状动脉主干和右冠状动脉，或前降支、左旋支和右冠状动脉）严重狭窄性病变（至少一支血管管腔直径减少75以上和其他两支血管管腔直径减少60以上）。前降支、左旋支及右冠状动脉的分支血管的狭窄不作为本保障的衡量指标。
47.艾迪森氏病(慢性肾上腺皮质功能衰竭)：	因为自身免疫功能紊乱，使肾上腺组织逐渐受损，而需要长期接受糖皮质激素及肾上腺皮质激素替代疗法。该病必须经内分泌专科医生确诊，并有以下报告作为证据：（1）促肾上腺皮质激素(ACTH)刺激试验；（2）胰岛素血糖减少测试；（3）血浆促肾上腺皮质激素(ACTH)水平测定；（4）血浆肾素活性(PRA)测定。非由自身免疫功能紊乱引起的慢性肾上腺皮质功能衰竭不在保障范围内。
48.埃博拉病毒感染：	受埃博拉病毒感染导致出血性发热。埃博拉病必须经传染病专科医生确诊，并且埃博拉病毒的存在必须经过实验室检查证实。该病必须从症状开始后30日后持续出现并发症。
49.原发性硬化性胆管炎：	指一种胆汁淤积综合征，其特征是肝内、肝外胆道因纤维化性炎症逐渐狭窄，并最终导致完全阻塞而发展为肝硬化。本病须经内镜逆行胰胆管造影等影像学检查证实，并须满足下列全部条件：（1）总胆红素和直接胆红素同时升高，血清ALP200U/L；（2）持续性黄疸病史；（3）出现胆汁性肝硬化或门脉高压。因肿瘤或胆管损伤等继发性的硬化性胆管炎不在保障范围内。
50.疯牛病：	指神经系统疾病及致命的成胶质状脑病，并有以下症状：（1）不能控制的肌肉痉挛及震颤；（2）逐渐痴呆；（3）小脑功能不良，共济失调；（4）手足徐动症。诊断必须经神经专科医生基于以下检查报告作出：脑电图、脑脊液报告、电脑断层扫描(CT)及核磁共振(MRI)。
51.严重溃疡性结肠炎：	指伴有致命性电解质紊乱的急性暴发性溃疡性结肠炎，病变累及全结肠，表现为严重的血便和系统性症状体征，治疗通常采取全结肠切除和回肠造瘘术。溃疡性结肠炎必须根据组织病理学特点诊断，并且被保险人已经接受了结肠切除和回肠造瘘术。
52.严重类风湿性关节炎：	指类风湿性关节炎患者符合以下三项标准的：（1）至少包括下列关节中的三组或以上有广泛受损和畸形改变:手指关节、腕关节、肘关节、膝关节、髋关节、踝关节、脊椎或脚趾关节；（2）手和腕的后前位X线拍片检查可见类风湿性关节炎的典型变化，包括骨质侵蚀或钙流失，位于受累关节及其邻近部位尤其明显；（3）关节的畸形改变至少持续6个月。类风湿性关节炎系指以关节滑膜炎为特征的慢性全身性自身免疫性疾病，诊断必须符合国际认可的该疾病的诊断标准。只有被保险人已接受膝关节或髋关节置换手术，我们才承担赔偿责任。
53.非阿尔茨海默病所致严重痴呆：	指因阿尔茨海默病以外的脑的器质性疾病造成脑功能衰竭导致永久不可逆性的严重痴呆，临床表现为明显的认知能力障碍、行为异常和社交能力减退。被保险人自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上，日常生活必须持续受到他人监护。导致痴呆的疾病必须明确诊断，并且由完整的临床、实验室和影像学检查结果证实。神经官能症和精神疾病不在保障范围内。
54.坏死性筋膜炎：	坏死性筋膜炎的诊断须同时符合下列要求：（1）符合坏死性筋膜炎的一般临床表现；（2）细菌培养检出致病菌；（3）出现广泛性肌肉及软组织坏死，并导致身体受影响部位永久完全失去功能。所谓永久完全失去功能是指受影响部位的功能丧失超过六个月。
55.严重慢性复发性胰腺炎：	指慢性反复发作的胰腺炎症导致胰腺的广泛纤维化、坏死、弥漫性钙化及假性囊肿形成，造成胰腺功能障碍出现严重糖尿病和营养不良。必须满足以下所有条件：（1）CT显示胰腺广泛钙化或逆行胰胆管造影（ERCP）显示胰管扭曲、扩张和狭窄；（2）接受胰岛素替代治疗和酶替代治疗180日以上。酒精导致的慢性复发性胰腺炎不在本保障范围内。
56.胰岛素依赖型糖尿病（型糖尿病）：	经内分泌专科医生明确诊断为型糖尿病，且须同时满足下列条件：（1）必须持续性地依赖外源性胰岛素维持生命至少180日以上；（2）血胰岛素测定、血C肽测定或尿C肽测定结果异常；（3）出现下述三种并发症一种或一种以上：并发增殖性视网膜病变；并发心脏病变，并须植入心脏起搏器进行治疗；至少一个脚趾发生坏疽并已达到手术切除指征。
57.严重哮喘：严重哮喘必须明确诊断，并且满足下列标准中的三项或三项以上：	（1）过去两年中有哮喘持续状态病史；（2）身体活动耐受能力显著且持续下降；（3）慢性肺部过度膨涨充气导致的胸廓畸形（桶状胸，X线显示肺野透明度增强，心胸比例0.35）；（4）持续每日口服皮质类固醇激素，至少持续服用六个月以上。体必须是人体器官）。单纯胰岛移植、部分胰腺组织或细胞的移植不在保障范围内。
