question	answer
4.3.3提供补充材料	以上保险金申请的证明和资料不完整的，百年人寿将一次性书面通知申请人补充提供有关的证明和资料。
4.4保险金给付	（1）百年人寿在收到保险金给付申请书及合同约定的证明和资料后，将在5日内作出核定；情形复杂的，在30日内作出核定，但合同另有约定的除外。百年人寿应当将核定结果通知被保险人或者受益人；对属于保险责任的，在与被保险人或者受益人达成给付保险金的协议后10日内，履行给付保险金义务。本合同对给付保险金的期限有约定的，百年人寿应当按照约定履行给付保险金义务。（2）百年人寿未及时履行前款规定义务的，除支付保险金外，应当赔偿被保险人或者受益人因此受到的损失。（3）百年人寿依照前款的规定作出核定后，对不属于保险责任的，应当自作出核定之日起3日内向被保险人或者受益人发出拒绝给付保险金通知书，并说明理由。（4）百年人寿自收到给付保险金的请求和有关证明、资料之日起60日内，对给付保险金的数额不能确定的，应当根据已有证明和资料可以确定的数额先予支付；百年人寿最终确定给付保险金的数额后，应当支付相应的差额。
4.5法院宣告死亡的处理	如果被保险人在本合同有效期内失踪，而且被法院宣告死亡，百年人寿以判决书宣告之日为准，按本合同的约定给付身故保险金。如果被保险人在宣告死亡后重新出现或者确知其没有死亡，受益人或者其他领取保险金的人应于知道或应当知道之日起30日内，向百年人寿退还已收取的保险金，本合同的效力由百年人寿双方依法协商处理。
4.6诉讼时效	申请人向百年人寿申请给付保险金的诉讼时效期间为2年，自其知道或应当知道保险事故发生之日起计算。
如何退保	
5.1犹豫期	自您签收本合同之日起享有10日的犹豫期。在此期间，请您认真审视本合同。如果您确定本合同与您的需求不相符，您可以书面提出解除本合同申请，您应将本合同、保险费发票原件以及您所能提供的其他与解除合同有关的材料提交给百年人寿。自您书面申请解除合同之日起，本合同正式解除，百年人寿自本合同生效之日起自始不承担保险责任，但无息退还您所交纳的保险费。
5.2您解除合同的手续	您在犹豫期后，可以书面通知要求解除本合同，并向百年人寿提供下列证明和资料：（1）保险合同；（2）解除合同申请书；（3）您的法定有效身份证明。自您书面申请解除合同之日起，本合同效力终止。百年人寿自接到解除合同通知之日起30日内向您退还本合同的现金价值。您在犹豫期后解除合同会遭受一定损失。
6.1合同构成	本合同是您与百年人寿约定保险权利义务关系的协议，包括本保险条款、保险单或其他保险凭证、投保书副本、与本合同有关的投保文件、合法有效的声明、批注、批单及其他您与百年人寿共同认可的书面协议。若上述构成本合同的文件正本需留百年人寿存档，则其复印件或电子影像印刷件亦视为本合同的构成部分，其效力与正本相同；若复印件或电子影像印刷件的内容与正本不同时，则以正本为准。您交付首期保险费，百年人寿核保通过并签发保险单。合同生效日期在保险单上载明。百年人寿承担的保险责任从载于保险单上的生效日零时开始。
6.3合同效力终止	有下列情况之一时，本合同的效力终止：（1）被保险人身故；（2）本合同撤销、解除、退保；（3）本合同效力中止后未复效；（4）本合同规定的其他合同效力终止的情形。本合同效力终止后，除另有规定外，百年人寿不退还本合同的现金价值或已交的保险费。
6.4投保年龄	指您投保时被保险人的年龄，投保年龄以周岁计算，本合同接受的投保年龄为出生满28日至55周岁。
6.5年龄性别错误	您在申请投保时，应将与法定有效身份证明相符的被保险人的出生日期和性别在投保书上填明，如果发生错误按照下列方式办理：（1）您申报的被保险人年龄不真实，并且其真实年龄不符合本合同约定投保年龄限制的，在保险事故发生之前百年人寿有权解除合同，并向您退还现金价值。百年人寿行使合同解除权适用本合同6.6明确说明与如实告知中合同解除权限制的规定。（2）您申报的被保险人年龄或性别不真实，致使您实交保险费少于应交保险费的，百年人寿有权更正并要求您补交保险费。若已经发生保险事故，百年人寿在给付保险金时按实交保险费和应交保险费的比例给付。（3）您申报的被保险人年龄或性别不真实，致使您实交保险费多于应交保险费的，百年人寿会将多收的保险费无息退还给您。
6.6明确说明与如实告知	订立本合同时，百年人寿会向您明确说明本合同的条款内容，特别是免除责任条款内容。百年人寿会就您、被保险人或受益人的有关情况提出书面询问，您应当如实告知。如果您故意或因重大过失不履行如实告知义务，足以影响百年人寿决定是否同意承保或者提高保险费率的，百年人寿有权解除本合同。对于故意不履行如实告知义务的，百年人寿对本合同解除前发生的保险事故，不承担给付保险金的责任，并不退还保险费。因重大过失未履行如实告知义务，对保险事故的发生有严重影响的，百年人寿对本合同解除前发生的保险事故，不承担给付保险金的责任，但退还保险费。上述合同解除权自百年人寿知道有解除事由之日起，经过30日不行使而消灭。自本合同成立之日起超过2年的，百年人寿不得解除合同；发生保险事故的，百年人寿承担给付保险金的责任；百年人寿在合同订立时已经知道未如实告知的情况的，百年人寿不得解除合同；发生保险事故的，百年人寿承担给付保险金的责任。
6.7未还款项	百年人寿在给付各项保险金、退还现金价值或返还保险费时，如果您有欠交的保险费、保单贷款及利息或其他未还清款项，百年人寿会在扣除上述欠款及应付利息后给付。应付利息按本合同约定利率计算，但本合同另有约定的除外。
6.8合同内容变更	在本合同有效期内，经您与百年人寿协商一致，可以变更本合同的有关内容。变更本合同的，应当由百年人寿在保险单或者其他保险凭证上批注或者附贴批单，或者由您与百年人寿订立变更的书面协议。若被保险人身故，百年人寿不接受本合同任何内容（包括本合同的权益转让及身故保险金受益人变更等）的变更申请。
6.9地址变更	为了保障您的合法权益，您的住所或通讯地址变更时，请及时以书面形式或双方认可的其他形式通知百年人寿。若您未以书面形式或双方认可的其他形式通知百年人寿，百年人寿按本合同载明的最后住所或通讯地址发送的有关通知，均视为已送达给您。
6.10争议处理	本合同履行过程中，双方发生争议不能协商解决的，可以达成仲裁协议通过仲裁解决，也可以依法向人民法院起诉。
重大疾病	
7.1重大疾病范围	本合同所指的重大疾病在本合同中有确定的含义，不仅包括部分一般意义上的重大疾病，还包括某些重大手术，本合同所指的重大疾病可能与临床医学所指的重大疾病在概念和范围上有所不同，百年人寿将在本合同重大疾病定义中详细列明，您投保本合同即表明认可并遵从本合同中对重大疾病的定义。
7.2重大疾病定义	本合同所指重大疾病，是被保险人发生经百年人寿认可的医院专科医生明确诊断，符合以下定义所述条件的疾病、疾病状态或手术，共100种。（重大疾病定义中的第1种至第25种采用了中国保险行业协会发布的重大疾病保险的疾病定义使用规范中的疾病定义，如中国保险行业协会或保险监管机关对重大疾病保险的疾病定义进行调整，百年人寿会相应调整。）重大疾病的名称及定义如下：
7.2.1恶性肿瘤	指恶性细胞不受控制的进行性增长和扩散，浸润和破坏周围正常组织，可以经血管、淋巴管和体腔扩散转移到身体其它部位的疾病。经病理学检查结果明确诊断，临床诊断属于世界卫生组织疾病和有关健康问题的国际统计分类（ICD10）的恶性肿瘤范畴。下列疾病不在保障范围内：（1）原位癌；（2）相当于Binet分期方案A期程度的慢性淋巴细胞白血病；（3）相当于AnnArbor分期方案I期程度的何杰金氏病；（4）皮肤癌（不包括恶性黑色素瘤及已发生转移的皮肤癌）；（5）TNM分期为T1N0M0期或更轻分期的前列腺癌；（6）感染艾滋病病毒或患艾滋病期间所患恶性肿瘤。
7.2.2急性心肌梗塞	指因冠状动脉阻塞导致的相应区域供血不足造成部分心肌坏死。须满足下列至少三项条件：（1）典型临床表现，例如急性胸痛等；（2）新近的心电图改变提示急性心肌梗塞；（3）心肌酶或肌钙蛋白有诊断意义的升高，或呈符合急性心肌梗塞的动态性变化；（4）发病90日后，经检查证实左心室功能降低，如左心室射血分数低于50。
7.2.3脑中风后遗症	指因脑血管的突发病变引起脑血管出血、栓塞或梗塞，并导致神经系统永久性的功能障碍。神经系统永久性的功能障碍，指疾病确诊180日后，仍遗留下列一种或一种以上障碍：（1）一肢或一肢以上肢体机能完全丧失；（2）语言能力或咀嚼吞咽能力完全丧失；
20	（3）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。
7.2.4重大器官移植术或造血干细胞移植术	重大器官移植术，指因相应器官功能衰竭，已经实施了肾脏、肝脏、心脏或肺脏的异体移植手术。造血干细胞移植术，指因造血功能损害或造血系统恶性肿瘤，已经实施了造血干细胞（包括骨髓造血干细胞、外周血造血干细胞和脐血造血干细胞）的异体移植手术。
7.2.5冠状动脉搭桥术（或称冠状动脉旁路移植术）	指为治疗严重的冠心病，实际实施了开胸进行的冠状动脉血管旁路移植的手术。冠状动脉支架植入术、心导管球囊扩张术、激光射频技术及其它非开胸的介入手术、腔镜手术不在保障范围内。
7.2.6终末期肾病（或称慢性肾功能衰竭尿毒症期）	指双肾功能慢性不可逆性衰竭，达到尿毒症期，经诊断后已经进行了至少90日的规律性透析治疗或实施了肾脏移植手术。
7.2.7多个肢体缺失	指因疾病或意外伤害导致二个或二个以上肢体自腕关节或踝关节近端（靠近躯干端）以上完全性断离。
7.2.8急性或亚急性重症肝炎	指因肝炎病毒感染引起肝脏组织弥漫性坏死，导致急性肝功能衰竭，且经血清学或病毒学检查证实，并须满足下列全部条件：（1）重度黄疸或黄疸迅速加重；（2）肝性脑病；（3）B超或其它影像学检查显示肝脏体积急速萎缩；（4）肝功能指标进行性恶化。
7.2.9良性脑肿瘤	指脑的良性肿瘤，已经引起颅内压增高，临床表现为视神经乳头水肿、精神症状、癫痫及运动感觉障碍等，并危及生命。须由头颅断层扫描（CT）、核磁共振检查（MRI）或正电子发射断层扫描（PET）等影像学检查证实，并须满足下列至少一项条件：（1）实际实施了开颅进行的脑肿瘤完全切除或部分切除的手术；（2）实际实施了对脑肿瘤进行的放射治疗。脑垂体瘤、脑囊肿、脑血管性疾病不在保障范围内。
7.2.10慢性肝功能衰竭失代偿期	指因慢性肝脏疾病导致肝功能衰竭,须满足下列全部条件：（1）持续性黄疸；（2）腹水；（3）肝性脑病；（4）充血性脾肿大伴脾功能亢进或食管胃底静脉曲张。因酗酒或药物滥用导致的肝功能衰竭不在保障范围内。
23	
六项基本日常生活活动是指：	
7.2.11脑炎后遗症或脑膜炎后遗症	指因患脑炎或脑膜炎导致的神经系统永久性的功能障碍。神经系统永久性的功能障碍，指疾病确诊180日后，仍遗留下列一种或一种以上障碍：（1）一肢或一肢以上肢体机能完全丧失；（2）语言能力或咀嚼吞咽能力完全丧失；（3）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。
7.2.12深度昏迷	指因疾病或意外伤害导致意识丧失,对外界刺激和体内需求均无反应,昏迷程度按照格拉斯哥昏迷分级(Glasgowcomascale)结果为5分或5分以下，且已经持续使用呼吸机及其它生命维持系统96小时以上。因酗酒或药物滥用导致的深度昏迷不在保障范围内。
7.2.13双耳失聪	指因疾病或意外伤害导致双耳听力永久不可逆性丧失，在500赫兹、1000赫兹和2000赫兹语音频率下，平均听阈大于90分贝，且经纯音听力测试、声导抗检测或听觉诱发电位检测等证实。被保险人在0至3周岁保单周年日期间双耳失聪不在保障范围内。
7.2.14双目失明	指因疾病或意外伤害导致双眼视力永久不可逆性丧失，双眼中较好眼须满足下列至少一项条件：（1）眼球缺失或摘除；（2）矫正视力低于0.02（采用国际标准视力表，如果使用其它视力表应进行换算）；（3）视野半径小于5度。被保险人在0至3周岁保单周年日期间双目失明不在保障范围内。
7.2.15瘫痪	指因疾病或意外伤害导致两肢或两肢以上肢体机能永久完全丧失。肢体机能永久完全丧失，指疾病确诊180日后或意外伤害发生180日后，每肢三大关节中的两大关节仍然完全僵硬，或不能随意识活动。
7.2.16心脏瓣膜手术	指为治疗心脏瓣膜疾病，实际实施了开胸进行的心脏瓣膜置换或修复的手术。
7.2.17严重阿尔茨海默病	指因大脑进行性、不可逆性改变导致智能严重衰退或丧失，临床表现为明显的认知能力障碍、行为异常和社交能力减退，其日常生活必须持续受到他人监护。须由头颅断层扫描（CT）、核磁共振检查（MRI)或正电子发射断层扫描（PET）等影像学检查证实，且自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。神经官能症和精神疾病不在保障范围内。
7.2.18严重脑损伤	指因头部遭受机械性外力，引起脑重要部位损伤，导致神经系统永久性的功能障碍。须由头颅断层扫描（CT）、核磁共振检查（MRI)或正电子发射断层扫描（PET）等影像学检查证实。神经系统永久性的功能障碍，指脑损伤180日后，仍遗留下列一种或一种以上障碍：（1）一肢或一肢以上肢体机能完全丧失；（2）语言能力或咀嚼吞咽能力完全丧失；（3）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。
7.2.19严重帕金森病	是一种中枢神经系统的退行性疾病，临床表现为震颤麻痹、共济失调等。须满足下列全部条件：（1）药物治疗无法控制病情；（2）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。继发性帕金森综合症不在保障范围内。
7.2.20严重度烧伤	指烧伤程度为度，且度烧伤面积达到全身体表面积的20或20以上。体表面积根据中国新九分法计算。
7.2.21严重原发性肺动脉高压	指不明原因的肺动脉压力持续性增高，进行性发展而导致的慢性疾病，已经造成永久不可逆性的体力活动能力受限，达到美国纽约心脏病学会心功能状态分级IV级，且静息状态下肺动脉平均压超过30mmHg。
7.2.22严重运动神经元病	是一组中枢神经系统运动神经元的进行性变性疾病，包括进行性脊肌萎缩症、进行性延髓麻痹症、原发性侧索硬化症、肌萎缩性侧索硬化症。须满足自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上的条件。
7.2.23语言能力丧失	指因疾病或意外伤害导致完全丧失语言能力，经过积极治疗至少12个月（声带完全切除不受此时间限制），仍无法通过现有医疗手段恢复。精神心理因素所致的语言能力丧失不在保障范围内。被保险人在0至3周岁保单周年日期间语言能力丧失不在保障范围内。
7.2.24重型再生障碍性贫血	指因骨髓造血功能慢性持续性衰竭导致的贫血、中性粒细胞减少及血小板减少。须满足下列全部条件：（1）骨髓穿刺检查或骨髓活检结果支持诊断；（2）外周血象须具备以下三项条件：中性粒细胞绝对值0.510/L；网织红细胞1；血小板绝对值2010/L。
7.2.25主动脉手术	指为治疗主动脉疾病，实际实施了开胸或开腹进行的切除、置换、修补病损主动脉血管的手术。主动脉指胸主动脉和腹主动脉，不包括胸主动脉和腹主动脉的分支血管。动脉内血管成形术不在保障范围内。
7.2.26严重多发性硬化症	指因中枢神经系统脱髓鞘所致的不可逆的神经系统功能障碍，须由计算机断层扫描（CT）、核磁共振检查（MRI）或正电子发射断层扫描（PET）等影像学检查证实，且已经造成自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上，持续至少180日。
7.2.27严重原发性心肌病	指一组不明原因所致的心肌病变，包括原发性扩张型心肌病、原发性肥厚型心肌病及原发性限制型心肌病三种，已经造成永久不可逆性的体力活动能力受限，达到美国纽约心脏病学会心功能状态分级IV级，且持续至少90日。继发性的心肌病变不在保障范围内。
7.2.28严重冠心病	指经心脏科专科医师根据冠状动脉造影检查结果确诊的三支主要血管（左冠状动脉主干和右冠状动脉，或前降支、左旋支和右冠状动脉）严重狭窄性病变（至少一支血管管腔直径减少75以上和其他两支血管管腔直径减少60以上）。前降支、左旋支及右冠状动脉的分支血管的狭窄不作为本保障的衡量指标。
7.2.29慢性呼吸功能衰竭终末期肺病	指被保险人必须经百年人寿认可的医院的呼吸科专科医师确诊因慢性肺部疾病导致永久不可逆性的慢性呼吸功能衰竭，并且必须满足下列全部条件：（1）休息时出现呼吸困难；（2）动脉血氧饱和度（SaO2）80；（3）肺功能测试其FEV1持续低于1升；（4）因慢性阻塞性肺病或慢性呼吸功能不全所致缺氧必须接受持续的输氧治疗；
7.2.30植物人状态	指因脑皮质广泛性坏死导致对自身及周边的认知能力完全丧失,但脑干功能依然存在，须经专科医生明确诊断,且由头颅断层扫描（CT），核磁共振检查（MRI）或正电子发射断层扫描（PET）等影像学检查证实，这种状态持续至少30日。因酗酒或滥用药物所致的植物人状态不在保障范围内。
7.2.31系统性红斑狼疮性肾炎	指系统性红斑狼疮累及肾脏导致的功能损害，经肾脏活检，病理结果符合世界卫生组织（WHO）诊断标准定义中的III型至VI型的狼疮性肾炎，血肌酐清除率持续每分钟30ml。世界卫生组织（WHO）狼疮性肾炎分型：I型：微小病变型II型：系膜增殖性狼疮性肾炎III型：局灶节段增殖性狼疮性肾炎IV型：弥漫增殖性狼疮性肾炎V型：膜性狼疮性肾炎VI型：肾小球硬化性狼疮性肾炎
7.2.32严重类风湿性关节炎	指一种慢性自身免疫性疾病，主要表现为慢性、进行性多关节病变。本病须经专科医生明确诊断，须满足下列所有条件:（1）至少包括下列关节中的三组或以上有广泛受损和畸形改变：双手指关节、双腕关节、双肘关节、双膝关节、双髋关节、双踝关节、脊椎或双脚趾关节；（2）X线检查可见类风湿性关节炎的典型变化；（3）关节的畸形改变至少持续180天；（4）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上，至少持续180天。
7.2.33重症急性坏死性筋膜炎	是一种由细菌侵入皮下组织和筋膜引起的急性坏死性软组织感染，可伴有毒血症、败血症、中毒性休克、弥漫性血管内凝血及多器官衰竭。必须满足以下所有条件：（1）细菌培养和临床表现符合坏死性筋膜炎诊断标准；（2）病情迅速恶化，有脓毒血症表现；（3）自腕关节或踝关节近端（靠近躯干端）以上受感染肢体被截肢。
7.2.34重症肌无力	指一种神经与肌肉接头部位传递障碍的自身免疫性疾病，临床特征是局部或全身肌肉于活动时易于疲劳无力，须经专科医生明确诊断，并满足下列全部条件：（1）经药物治疗或胸腺手术治疗一年以上无法控制病情，症状缓解、复发及恶化交替出现；（2）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。
7.2.35经输血导致的人类免疫缺陷病毒感染（HIV）	保险人感染上人类免疫缺陷病毒（HIV）并且满足下列全部条件：（1）在保障起始日或复效日之后，被保险人因输血而感染HIV；（2）提供输血治疗的输血中心或医院出具该项输血感染属医疗责任事故的报告，或者法院终审裁定为医疗责任并且不准上诉；（3）受感染的被保险人不是血友病患者。在任何治愈艾滋病（AIDS）或阻止HIV病毒作用的疗法被发现以后，或能防止AIDS发生的医疗方法被研究出来以后，本保障将不再予以给付。任何因其他传播方式（包括：性传播或静脉注射毒品）导致的HIV感染不在本保险单保障范围内。保险公司必须拥有获得使用被保险人的所有血液样本的权利和能够对这些样本进行独立检验的权利。
7.2.36肌营养不良	指一组原发于肌肉的遗传性疾病，临床表现为与神经系统无关的肌肉无力和肌肉萎缩。须满足下列全部条件：（1）肌肉组织活检结果满足肌营养不良症的肌肉细胞变性、坏死等阳性改变；（2）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。上，须导致一肢或一肢以上肢体机能永久完全丧失。肢体机能永久完全丧失，指疾病确诊180天后，每肢三大关节中的两大关节仍然完全僵硬，或不能随意识活动。下列所有条件：（1）已经造成瘘管并伴有肠梗阻或肠穿孔；（2）有结肠镜检查和组织病理学检查作为诊断依据。
7.2.39严重溃疡性结肠炎	指伴有致命性电解质紊乱的急性暴发性溃疡性结肠炎，病变累及全结肠，表现为严重的血便和系统性症状体征，治疗通常采取全结肠切除和回肠造瘘术。溃疡性结肠炎必须根据组织病理学特点诊断，并且被保险人已经接受了全结肠切除和回肠造瘘术。
7.2.40型糖尿病	指经内分泌专科医生明确诊断为型糖尿病，且须同时满足下列条件：（1）必须持续性地依赖外源性胰岛素维持生命至少180天以上。（2）血胰岛素测定、血C肽测定或尿C肽测定结果异常。（3）出现下述三种并发症之一或一种以上：并发增殖性视网膜病变；并发心脏病变，并须植入心脏起搏器进行治疗；至少一个脚趾发生坏疽并已达到手术切除指征。
7.2.41急性坏死性胰腺炎开腹手术	指由百年人寿认可的专科医生确诊为急性坏死性胰腺炎，并已经接受了坏死组织清除、病灶切除或胰腺部分切除的手术治疗。因酒精中毒引起的急性胰腺炎除外。
7.2.42因职业关系导致的HIV感染	被保险人在其常规职业工作过程中遭遇外伤，或者职业需要处理血液或者其他体液时感染上人类免疫缺陷病毒（HIV）。理赔必须符合下列所有条件：（1）感染必须是在被保险人正在从事其职业工作中发生，该职业必须属于以下列表内的职业；（2）必须天以内进行的检查报告，该报告必须显示被保险人血液HIV病毒阴性和/或HIV抗体阴性；（3）必须在事故发生后的6个月内证实被保险人体内存在HIV病毒或者HIV抗体，即血液HIV病毒阳性和/或HIV抗体阳性。百年人寿承担本项重大疾病责任不受本合同责任免除中被保险人感染艾滋病病毒或患艾滋病的限制。
7.2.43特发性慢性肾上腺皮质功能减退	指自身免疫性肾上腺炎（既往称：特发性肾上腺皮质萎缩）导致肾上腺萎缩和慢性肾上腺皮质功能减退。该病必须经百年人寿认可的医院的内分泌科专科医师确诊，并且必须满足所有以下条件：（1）明确诊断，符合所有以下诊断标准；血浆促肾上腺皮质激素(ACTH)水平测定大于100pg/ml；血浆和尿游离皮质醇及尿17羟皮质类固醇、17酮皮质类固醇测定、血浆肾素活性、血管紧张素II和醛固酮测定，显示为原发性肾上腺皮质功能减退症；促肾上腺皮质激素(ACTH)刺激试验显示为原发性肾上腺皮质功能减退症。（2）已经采用皮质类固醇替代治疗180天以上。本保障仅包括由自身免疫功能紊乱所导致的慢性肾上腺功能减退，其他成因（包括但不限于：肾上腺结核、HIV感染或艾滋病、感染、肿瘤）所致的原发性肾上腺皮质功能减退和继发性肾上腺皮质功能减退均不在保障范围内。
7.2.44主动脉夹层	是指主动脉壁在受到某些病理因素的破坏后，高速、高压的主动脉血流将其内膜撕裂，以致主动脉腔内的血流通过主动脉内膜的破裂口进入主动脉内壁而形成血肿。被保险人需通过X线断层扫描（CT）、磁共振扫描（MRI）、磁共振血管检验法（MRA）或血管扫描等检查，并且经百年人寿认可医院的专科医生认可有必要进行紧急修补手术。
7.2.45需手术切除的嗜铬细胞瘤	是指肾上腺或嗜铬外组织出现神经内分泌肿瘤，并分过多的儿茶酚胺类的疾病。嗜铬细胞瘤的诊断需由百年人寿认可的医院的专科医生确认，并已经由组织病理检查证实，且已经进了切除嗜铬细胞肿瘤的手术治疗。
7.2.46非阿尔茨海默病所致严重痴呆	指因阿尔茨海默病以外的脑的器质性疾病造成脑功能衰竭导致永久不可逆性的严重痴呆，临床表现为明显的认知能力障碍、行为异常和社交能力减退。被保险人自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上。导致痴呆的疾病必须经百年人寿认可的医院的专科医生明确诊断，并且由完整的临床、实验室和影像学检查结果证实。神经官能症,精神疾病及酒精中毒所致脑损害不在保障范围内。
7.2.47肾髓质囊性病	肾髓质囊性病的诊断必须经百年人寿认可的医院的专科医师确诊，并且必须同时符合下列要求：（1）肾髓质有囊肿、肾小管萎缩及间质纤维化等病理改变；（2）肾功能衰竭；（3）诊断须由肾组织活检确定，并且有临床及影像学证据支持。百年人寿承担本项疾病责任不受合同责任免除中遗传性疾病，先天性畸形、变形或染色体异常的限制。其他的肾脏囊性病变不在保障范围内。
7.2.48进行性核上性麻痹	一种隐袭起病、逐渐加重的神经系统变性疾病。本疾病必须由百年人寿认可的医院的神经科专科医生确诊，并满足以下全部临床特征：（1）步态共济失调；（2）对称性眼球垂直运动障碍；（3）假性球麻痹（构音障碍和吞咽困难）。
7.2.49胰腺移植	指因胰腺功能衰竭，已经实施了在全身麻醉下进行的胰腺的异体器官移植手术（供体必须是人体器官）。单纯胰岛移植、部分胰腺组织或细胞的移植不在保障范围内。
7.2.50破裂脑动脉瘤夹闭手术	指因脑动脉瘤破裂造成蛛网膜下腔出血，被保险人实际接受了在全麻下进行的开颅动脉瘤夹闭手术。脑动脉瘤（未破裂）预防性手术、颅骨打孔手术、动脉瘤栓塞手术、血管内手术及其他颅脑手术不在保障范围内。
7.2.51丝虫病所致象皮肿	指因丝虫感染导致淋巴管阻塞而造成身体组织出现严重淋巴水肿，达到国际淋巴学会淋巴水肿分期第III期，其临床表现为肢体非凹陷性水肿伴畸形增大，硬皮症及疣状增生。此病症须经百年人寿认可的医院的专科医生根据临床表现和微丝蚴的化验结果确诊。急性淋巴管炎或其它原因引起的淋巴水肿并不在保障范围內。
7.2.52感染性心内膜炎导致的心脏瓣膜病	是指由感染性微生物导致的心脏内膜炎症，并须符合下所有条件：（1）血液细菌培养结果呈阳性，证明感染性微生物的存在；（2）感染性心内膜炎导致中度或中度以上的心脏瓣膜关闭全（即返流部分面积达20或以上）或中度或中度以上的心脏瓣膜狭窄（即心脏瓣膜面积为正常值的30或以下）；（3）感染性心内膜炎的诊断及瓣膜受损的严重程度必须由百年人寿认可医院的心脏病专科医生确诊，并提供超声心动图或放射影像学检查结果报告以支持诊断。
7.2.53系统性硬皮病	指一种以局限性或弥漫性皮肤增厚和皮肤、血管、内脏器官异常纤维化为特征的结缔组织病。本病必须经百年人寿认可医院的专科医师明确诊断，并须满足下列至少一项条件：（1）肺脏：肺部病变进而发展为肺间质纤维化和肺动脉高压；（2）心脏：心功能受损达到美国纽约心脏病学会心功能状态分级IV级；（3）肾脏：肾脏受损导致双肾功能慢性不可逆衰竭，达到尿毒症期。下列疾病不在保障范围内：（1）局部性硬皮病（如：带状硬皮病、硬斑病）；（2）嗜酸性粒细胞性筋膜炎；（3）CREST综合征。
7.2.54原发性硬化性胆管炎	指一种胆汁淤积综合征，其特征是肝内、肝外胆道因纤维化性炎症逐渐狭窄，并最终导致完全阻塞而发展为肝硬化。本病须经内镜逆行胰胆管造影等影像学检查证实，且必须由百年人寿认可医院的专科医生确诊，同时并须满足下列全部条件：（1）总胆红素和直接胆红素同时升高，血清ALP200U/L；（2）持续性黄疸病史；（3）出现胆汁性肝硬化或门脉高压。因肿瘤或胆管损伤等继发性的硬化性胆管炎不在保障范围内。
