question	answer
重大疾病豁免保险费	若被保险人因意外伤害或于本合同生效或最后一次复效之日起90日后因意外伤害以外的原因导致初次患本合同所列的重大疾病，我们将豁免本合同自重大疾病确诊之日以后的各期保险费。被豁免的保险费视为已交纳，同时本合同继续有效。
2.2责任免除	一、因下列情形之一在本合同有效期间内导致被保险人患本合同所列的轻症疾病、中症疾病、重大疾病、身故、全残或进入疾病终末期阶段的，我们不承担给付各项保险金的责任：(一)投保人对被保险人的故意杀害、故意伤害；(二)被保险人故意犯罪或抗拒依法采取的刑事强制措施；(三)被保险人自本合同成立或复效之日起2年内自杀，但被保险人自杀时为无民事行为能力人的除外；(四)被保险人主动吸食或注射毒品；(五)被保险人故意自伤；(六)被保险人酒后驾驶、无合法有效驾驶证驾驶或驾驶无有效行驶证的机动车；(七)被保险人感染艾滋病病毒或患艾滋病（本合同所列第33、34、85种重大疾病除外）；(八)战争、军事冲突、暴乱或武装叛乱；(九)核爆炸、核辐射或核污染；(十)遗传性疾病，先天性畸形、变形或染色体异常（本合同所列第86、97、98、100种重大疾病除外）。二、发生上述第（一）种情形导致被保险人患本合同所列的轻症疾病、中症疾病、重大疾病、全残或进入疾病终末期阶段的，本合同终止，您已交足2年以上保险费的，我们向被保险人退还本合同的现金价值。三、发生上述第（一）种情形导致被保险人身故的，本合同终止，您已交足2年以上保险费的，我们向被保险人的继承人退还本合同的现金价值。四、发生上述其他情形导致被保险人患本合同所列的轻症疾病、中症疾病、重大疾病、身故、全残或进入疾病终末期阶段的，本合同终止，我们向您退还本合同的现金价值。
2.3保险金额	本合同保险金额按本条款第2.1条规定，根据基本保险金额进行计算确定。基本保险金额由您和本公司在投保时约定，但须符合本公司当时的投保规定，约定的基本保险金额将在保险单上载明，若基本保险金额发生变更，则以变更后金额为准。
2.4未成年人身故保险金限制	为未成年子女投保的人身保险，因被保险人身故给付的保险金总和不得超过国务院保险监督管理机构规定的限额，身故给付的保险金额总和约定也不得超过前述限额。
2.5保险期间	本合同的保险期间为终身，自本合同生效日零时起算。
保险金的申请	
3.1受益人	一、您或被保险人可以指定一人或多人为身故保险金受益人。身故保险金受益人为多人时，可以确定受益顺序和受益份额；未确定受益顺序和受益份额的，各受益人按照相同顺序和相等份额享有受益权。二、被保险人为无民事行为能力人或限制民事行为能力人的，可以由其监护人指定受益人。三、您或被保险人可以变更身故保险金受益人并书面通知我们。我们收到变更受益人的书面通知后，在保险合同上批注或附贴批单。四、您在指定和变更身故保险金受益人时，必须经被保险人同意。五、被保险人身故后，遇有下列情形之一的，保险金作为被保险人的遗产，由我们依照中华人民共和国继承法的规定履行给付保险金的义务：(一)没有指定受益人，或者受益人指定不明无法确定的；(二)受益人先于被保险人身故，没有其他受益人的；(三)受益人依法丧失受益权或放弃受益权，没有其他受益人的。六、受益人与被保险人在同一事件中身故，且无法确定身故先后顺序的，推定受益人先于被保险人身故。七、受益人故意造成被保险人身故、伤残、疾病的，或故意杀害被保险人未遂的，该受益人丧失受益权。八、除另有约定外，轻症疾病保险金、中症疾病保险金、重大疾病保险金、全残保险金、疾病终末期保险金、轻症疾病或中症疾病豁免保险费和重大疾病豁免保险费的受益人为被保险人本人。
3.2保险事故通知	您、被保险人或受益人应于知道保险事故发生之日起10日内通知我们。若故意或因重大过失未及时通知，致使保险事故的性质、原因、损失程度等难以确定的，我们对无法确定的部分，不承担给付保险金的责任，但我们通过其他途径已经及时知道或应当及时知道保险事故发生或虽未及时通知但不影响我们确定保险事故的性质、原因、损失程度的除外。
3.3保险金申请	一、在本合同有效期间内，若发生符合本合同约定的保险金给付情形，根据发生情形的不同，受益人或被保险人的继承人可向我们申请给付保险金，但应当按照下列约定的程序和条件进行：
轻症疾病保险金、中症疾病保险金、重大疾病保险金、疾病终末期保险金、轻症疾病或中症疾病豁免保险费、重大疾病豁免保险费申请	申请轻症疾病保险金、中症疾病保险金、重大疾病保险金、疾病终末期保险金、轻症疾病或中症疾病豁免保险费、重大疾病豁免保险费的，申请人须填写保险金给付申请书，并向我们提供下列资料：(一)保险合同；(二)申请人的有效身份证件；(三)由医疗机构出具的可证明被保险人所患疾病的诊断证明和诊断所患疾病必需的检查报告；(四)所能提供的与确认保险事故的性质、原因、伤害程度等有关的其他资料。(一)保险合同；(二)申请人的有效身份证件；(三)国家卫生行政部门认定的医疗机构、公安部门或其他相关机构出具的被保险人死亡证明；(四)被保险人因意外伤害导致身故的，需提供相关意外伤害的证明和资料；(五)被保险人的户籍注销证明；(六)所能提供的与确认保险事故的性质、原因等有关的其他资料。(一)保险合同；(二)申请人的有效身份证件；(三)国家有关机关认可或具有合法资质的伤残鉴定机构出具的被保险人全残鉴定证明；(四)被保险人因意外伤害导致全残的，需提供相关意外伤害的证明和资料；(五)所能提供的与确认保险事故的性质、原因等有关的其他资料。二、保险金作为被保险人遗产时，申请人还须提供可证明合法继承权的相关权利文件。三、上述申请资料不完整的，我们将及时一次性通知申请人补充提供有关资料。
3.4宣告死亡的处理	一、若被保险人在本合同有效期间内被人民法院宣告死亡，保险金申请人在申请身故保险金时还须提供人民法院出具的具有最终法律效力的宣告死亡证明文件。二、被保险人在本合同有效期间内被人民法院宣告死亡的，我们将以人民法院出具的具有最终法律效力的宣告死亡证明文件所确定的死亡日期为被保险人身故日。三、若被保险人在人民法院宣告死亡之后重新出现或确知其没有死亡，保险金申请人应于知道或应当知道被保险人生还消息之日起30日内将已领取的身故保险金一次性返还给我们。
3.5保险金的给付	一、我们在收到保险金给付申请书及本合同约定的资料后，将在5日内作出核定；情形复杂的，在30日内作出核定。对属于保险责任的，我们在与受益人达成给付保险金的协议后10日内，履行给付保险金义务。二、我们未及时履行前款规定义务的，除支付保险金外，应当赔偿受益人因此受到的损失。三、对不属于保险责任的，我们自作出核定之日起3日内向受益人发出拒绝给付保险金通知书并说明理由。四、我们在收到保险金给付申请书及本合同约定的资料之日起60日内，对给付保险金的数额不能确定的，根据已有资料可以确定的数额先予支付；我们最终确定给付保险金的数额后，再给付相应的差额。
3.6诉讼时效	申请人向我们请求给付保险金的诉讼时效期间为2年，自其知道或应当知道保险事故发生之日起计算。
保险费的交纳	
4.1保险费的交纳	一、本合同的交费方式和交费期间由您和我们约定并在保险单上载明。二、分期支付保险费的，您在支付首期保险费后，应当在每个保险费约定支付日之前交纳当期保险费。
4.2宽限期	一、分期支付保险费的，您在支付首期保险费后，除本合同另有约定外，若您到期未支付保险费，自保险费约定支付日的次日零时起60日为宽限期。宽限期内发生的保险事故，我们仍会承担保险责任，但在给付保险金时会扣减您欠交的保险费。二、若您宽限期结束之后仍未支付保险费，则本合同自宽限期满的次日零时起中止。
现金价值权益	
5.1本合同现金价值	本合同保单年度末的现金价值会在保险合同中载明，保单年度之内的现金价值您可以向我们查询。
5.2保单质押借款	一、在本合同有效期间内，若本合同具有现金价值且不存在包含保单质押借款、自动垫交的保险费在内的未还款项及其利息，经您书面申请且我们审核同意后，您可在犹豫期后向我们办理保单质押借款。借款金额以借款时本合同现金价值的80为最高限额，每次借款期限最长不超过180日。二、借款及利息应在借款到期时一并归还。若您到期未能足额偿还借款及利息，则所欠的借款及利息将作为新的借款按我们最近一次宣布的利率计息。三、借款本息达到本合同及保险单内其他保险合同的现金价值时，本合同及保险单内其他保险合同终止，本合同及保险单内其他保险合同的现金价值将全部用于偿还借款本息。四、您申请保单质押借款须填写申请书及其他相关文件，并凭保险合同原件、您的有效身份证件办理。
5.3保险费自动垫交	一、您在投保时选择保险费自动垫交方式的，若分期交付的保险费超过宽限期仍未交付，且此时本合同及保险单内其他保险合同的现金价值扣除未还款项及其利息后的余额足以垫交当期保险费，我们将以本合同及保险单内其他保险合同的现金价值扣除未还款项及其利息后的余额自动垫交应交付的保险费，本合同及保险单内其他保险合同继续有效。垫交的保险费视作您从本公司的保单质押借款。若本合同及保险单内其他保险合同的现金价值扣除未还款项及其利息后的余额不足以垫交当期保险费，本合同及保险单内其他保险合同自宽限期满的次日零时起中止。二、在保险费自动垫交期间，若发生合同解除或保险金给付，我们将在您偿清垫交的保险费及利息后给付本合同及保险单内其他保险合同的现金价值或保险金。
合同中止和复效	
6.1合同中止	在本合同中止期间，我们不承担保险责任。
6.2合同复效	一、本合同中止后2年内，您可以申请恢复合同效力（即复效）。经我们与您协商并达成协议，自您补交复效时应交纳的全部保险费及其利息、借款本息和其他未还款项及其利息的次日零时起，本合同效力恢复。二、自本合同中止之日起满2年您和我们未达成协议的，我们有权解除合同。我们解除合同的，向您退还合同中止时的现金价值。
合同解除和变更	
7.1您解除合同的手续及风险	一、若您在犹豫期后申请解除本合同，请填写解除合同申请书并向我们提供下列资料：(一)保险合同；(二)您的有效身份证件。二、自我们收到解除合同申请书时起，本合同终止。我们自收到解除合同申请书之日起30日内退还本合同的现金价值。三、您在犹豫期后解除合同可能会遭受一定损失。
7.2合同变更	本合同生效后，您和我们可以协商变更本合同的内容。变更本合同时，您应当向我们提出变更合同的申请，经我们审核同意后，由我们在保险单或者其他保险凭证上批注或者附贴批单，或者由您和我们订立变更的书面协议。
7.3联系方式变更	为保障您的合法权益，您的住所、通讯地址或电话等联系方式变更时，请及时以书面形式或双方认可的其他形式通知我们。若您未以书面形式或双方认可的其他形式通知我们，我们按本合同载明的最后住所或通讯地址发送的有关通知，均视为已送达给您。
8.1明确说明	一、订立本合同时，我们应向您说明本合同的内容。二、对保险条款中免除我们责任的条款，我们在订立合同时应当在投保单、保险单或其他保险凭证上作出足以引起您注意的提示，并对该条款的内容以书面或口头形式向您作出明确说明，未作提示或明确说明的，该条款不产生效力。
8.2如实告知	一、我们就您和被保险人的有关情况提出询问的，您应当如实告知。二、若您故意或因重大过失未履行前款规定的如实告知义务，足以影响我们决定是否同意承保或提高保险费率的，我们有权解除本合同。三、若您故意不履行如实告知义务，对于本合同解除前发生的保险事故，我们不承担给付保险金的责任，并不退还保险费。四、若您因重大过失未履行如实告知义务，对保险事故的发生有严重影响的，对于本合同解除前发生的保险事故，我们不承担给付保险金的责任，但应当退还保险费。五、我们在合同订立时已经知道您未如实告知的情况的，我们不得解除合同；发生保险事故的，我们承担给付保险金的责任。
8.3本公司合同解除权的限制	前款约定的合同解除权，自我们知道有解除事由之日起，超过30日不行使而消灭。自本合同成立之日起超过2年的，我们不得解除合同；发生保险事故的，我们承担给付保险金的责任。
9.1年龄错误	您在申请投保时，应将与有效身份证件相符的被保险人的出生日期在投保单上填明，若发生错误按照下列方式办理：(一)您申报的被保险人年龄不真实，并且其真实年龄不符合本合同约定的投保年龄限制的，在保险事故发生之前我们有权解除合同，并向您退还本合同的现金价值。我们行使合同解除权适用本公司合同解除权的限制的约定。(二)您申报的被保险人年龄不真实，致使您实交保险费少于应交保险费的，我们有权更正并要求您补交保险费。若已经发生保险事故，我们在给付保险金时按实交保险费与应交保险费的比例给付。(三)您申报的被保险人年龄不真实，致使您实交保险费多于应交保险费的，我们会将多收的保险费退还给您。
9.2未还款项	我们在给付各项保险金、退还现金价值或返还保险费时，若您有欠交的保险费（包含宽限期内欠交的保险费）及其利息、未偿还的保单质押借款及其利息或其他未还款项及其利息，我们将在您偿清上述款项及相关利息后支付保险金、退还现金价值或返还保险费。
9.3争议处理	在本合同履行过程中发生任何争议，当事人应根据本合同约定选择下列两种方式之一予以解决：(一)因履行本合同发生的争议，由当事人协商解决，协商不成的，提交双方共同选定的仲裁委员会，按其当时有效的仲裁规则仲裁解决。(二)因履行本合同发生的争议，由当事人协商解决，协商不成的，依法向有管辖权的人民法院起诉。
释义	
10.1保单年度	从本合同生效日或保单周年日零时起至下一年度的保单周年日零时止为一个保单年度。
10.2保单周年日	指本合同生效日在合同生效后每年的对应日，不含本合同生效日当日。若当月没有对应的同一日，则以该月最后一日为对应日。若当月无对应的同一日，则以该月最后一日为对应日。
10.4周岁	指按法定身份证明文件中记载的出生日期计算的年龄，自出生之日起为零周岁，每经过一年增加一岁，不足一年的不计。
10.5有效身份证件	指由政府主管部门规定的证明其身份的证件，如：居民身份证、按规定可使用的有效护照、军官证、警官证、士兵证、户口簿等证件。
10.6意外伤害	指遭受外来的、突发的、非本意的、非疾病的客观事件直接致使身体受到的伤害。
10.7初次患本合同所列的轻症疾病、中症疾病、重大疾病	指被保险人患同时符合以下条件的疾病：（1）被保险人自出生后首次出现疾病之症状体征；（2）被保险人在本合同有效期间内首次出现疾病之症状体征并被确诊患该疾病；（3）该疾病之症状体征符合本合同的定义；（4）该疾病已在本合同中列明。对于被保险人在本合同生效日前出现的本合同所列的疾病之症状体征或所患的疾病，我们不承担保险责任。
10.8轻症疾病	指被保险人发生符合以下疾病定义所述条件的疾病（共35种），应当由专科医生明确诊断。
1.非危及生命的（极早期的）恶性病变	指被保险人生前经组织病理学检查被明确诊断为下列恶性病变，并且接受了相应的治疗。（1）原位癌；（2）相当于Binet分期方案A期程度的慢性淋巴细胞白血病；（3）相当于AnnArbor分期方案I期程度的何杰金氏病；（4）皮肤癌（不包括恶性黑色素瘤及已发生转移的皮肤癌）；（5）TNM分期为TNM期或更轻分期的前列腺癌。
2.冠状动脉介入手术	指被保险人为了治疗明显的冠状动脉狭窄性疾病，首次实际实施了冠状动脉球囊扩张成形术、冠状动脉支架植入术、冠状动脉粥肿斑块切除术或激光冠状动脉成形术。
3.轻微脑中风	指被保险人因非意外原因实际发生了脑血管的突发病变出现神经系统功能障碍表现，头颅断层扫描（CT）、核磁共振（MRI）等影像学检查证实存在对应病灶，确诊为脑出血、脑栓塞或脑梗塞，在确诊180天后仍然遗留一肢或一肢以上肢体肌力级或级以下的运动功能障碍。
4.心脏瓣膜介入手术	为了治疗心脏瓣膜疾病，被保险人实际接受了非开胸的经胸壁打孔内镜手术或经皮经导管介入手术进行的心脏瓣膜置换或修复手术。
5.脑垂体瘤、脑囊肿、脑动脉瘤及脑血管瘤	指被保险人经头颅断层扫描（CT）、核磁共振（MRI）或其他影像学检查被确诊为下列病变，并实际接受了手术或放射治疗。（1）脑垂体瘤；（2）脑囊肿；（3）脑动脉瘤、脑血管瘤。
6.主动脉内介入手术	指被保险人为了治疗主动脉疾病实际实施了经皮经导管进行的动脉内手术。主动脉指胸主动脉和腹主动脉，不包括胸主动脉和腹主动脉的分支血管。
7.单个肢体缺失	指因疾病或意外伤害导致一个肢体自腕关节或踝关节近端（靠近躯干端）以上完全性断离。肺脏部分切除手术和肺脏捐献引起的手术不在保障范围内。
9.肝脏手术	指因疾病或意外事故实际实施的肝脏部分切除术，手术须有至少一个完整的肝叶切除。因酒精或者滥用药物引致的疾病或者紊乱及/或者因捐赠肝脏而所需的肝脏手术均不在保障范围内。
10.人工耳蜗植入术	指由于耳蜗的永久损害而实际实施了人工耳蜗植入手术。诊断须经专科医师确认在医学上是必要的，且在植入手术之前已经符合下列全部条件：（1）双耳持续12个月以上重度感音神经性耳聋；（2）使用相应的听力辅助设备效果不佳。
11.胆道重建手术	指因疾病或胆道创伤导致接受涉及胆总管小肠吻合术的胆道重建手术。手术必须在专科医生认为是医疗所需的情况下进行。胆道闭锁并在保障范围内。
12.双侧卵巢或睾丸切除术	指为治疗疾病实际接受了经腹部切开或腹腔镜进行的双侧卵巢或睾丸完全切除手术。部分卵巢或睾丸切除不在保障范围。肾脏部分切除手术和肾脏捐献引起的手术不在保障范围内。
14.糖尿病导致脚趾截除	指因糖尿病引起的神经及血管病变累及足部，为了维持生命在本公司认可医院内已经进行了至少一个脚趾的截除术。
15.单耳失聪	指因疾病或者意外伤害导致单耳听力永久不可逆性丧失，在500赫兹、1000赫兹和2000赫兹语音频率下，平均听阈大于90分贝，且经纯音听力测试、声导抗检测或者听觉诱发电位检测等证实。被保险人在3周岁之前因疾病导致的单耳失聪不在保障范围内。因外伤而实施的脑外科手术不在保障范围内。
17.度房室传导阻滞已放置心脏起搏器	度房室传导指心房激动在房室交界区、房室束及其分支内发生阻滞，不能正常地传到心室的心脏传导性疾病须满足下列所有条件：（1）心电图显示房室搏动彼此独立，心室率50次/分钟；（2）出现阿斯综合征或心力衰竭的表现；（3）必须持续性依赖心脏起搏器维持心脏正常功能，且已经放置心脏起搏器。
18.于颈动脉进行血管成形术或内膜切除术	指根据颈动脉造影检查结果，确诊一条或以上颈动脉存在严重狭窄性病变（至少一支血管管腔直径减少50以上）。本病须经国家机关认可的有合法资质的专科医生明确诊断，同时必须已经采取以下手术以减轻症状：（1）确实进行动脉内膜切除术；或（2）确实进行血管介入治疗，例如血管成形术及/或进行植入支架或动脉粥样瘤清除手术。手术。手术必须在心脏科医生认为是医学上必需的情况下进行。
21.硬脑膜下血肿手术	为清除或引流因意外导致的血肿，需于头部进行开颅或钻孔手术。开颅或钻孔手术必须由专科医生认为是医学上必需的情况下进行。
22.严重阻塞性睡眠窒息症	须由相关医学范畴的注册专科医生，经多导睡眠监测仪检查明确诊断为严重阻塞性睡眠呼吸暂停综合征（OSA），并必须符合以下两项条件：（1）被保险人必须现正接受持续气道正压呼吸器（CPAP）之夜间治疗；（2）必须提供睡眠测试的文件证明，显示AHI30及夜间血氧饱和平均值85。
23.因意外毁容而施行的面部整形手术	指为修复意外伤害或暴力袭击造成的面部毁损，实际接受了在全身麻醉的情況下，由整形外科医生实施的对严重缺陷、缺失、损害或变形的面部形态和结构进行修复或重建的面部整形手术。面部整形手术必须在意外伤害后的180天内实施。因面部外伤后遗留的线条状瘢痕及色素沉着而施行的手术不在保障范围内。意外伤害必须满足下列全部条件：（1）由外在暴力引起并且造成表面可视性伤口和面部骨结构损害的，或面部皮肤度或全层意外烧伤；（2）是造成面部毁损的直接和独立的原因。
24.角膜移植	指为增进视力或治疗某些角膜疾患，已经实施了异体的角膜移植手术。此手术必须由专科医生认为是医学上必需的情况下进行。
25.可逆性再生障碍性贫血	指因急性可逆性的骨髓造血功能衰竭而导致贫血、中性粒细胞减少和血小板减少，必须由血液科医生的诊断，且病历资料显示接受了下列任一治疗：（1）骨髓刺激疗法至少1个月；（2）免疫抑制剂治疗至少1个月；（3）接受了骨髓移植。
26.特定周围动脉疾病的血管介入治疗	指为治疗一条或者一条以上的下列动脉狭窄而实施的血管介入治疗：（1）为下肢或者上肢供血的动脉；（2）肾动脉；（3）肠系膜动脉。须满足下列全部条件：（1）经血管造影术证实一条或者一条以上的上述动脉狭窄达到50或者以上；（2）对一条或者一条以上的上述动脉施行了血管介入治疗，如血管成形术及/或者进行植入支架或者动脉粥样样瘤清除手术。上述动脉疾病的诊断以及相关治疗的必要性必须由血管疾病的专科医生确定。
27.脑室腹腔分流术	指为治疗脑积水，将一组带单向阀门的分流装置置入体内,将脑脊液从脑室分流到腹腔中吸收，以降低脑脊液的压力。手术必须在神经外科专科医生证实植入分流器为医疗所需的情况下进行。未达到面部表面积的80。对于较小面积度烧伤、轻度面部烧伤、因意外毁容而施行的面部整形手术，若因同一原因导致上述两项或者两项以上情况同时满足，有关的烧伤或者手术在本合同内只能获赔偿一次。受肾上腺切除术。此项手术需由专科医生认定为处理恶性高血压的必要治疗行为。
30.早期象皮病	指因丝虫感染导致淋巴管阻塞而造成身体组织出现严重淋巴水肿。此病症须经本公司认可医院的专科医生根据临床表现和微丝蚴的化验结果确诊。急性淋巴管炎或其它原因引起的淋巴水肿并不在保障范围內。竭（登革热休克综合症即符合WHO登革热第级及第级）。出血性登革热的诊断必须由本公司认可医院的专科医生证实。非出血性登革热不在保障范围内。其形态及外观进行修复或者重建），同时必须由专科医生认为该面部毁容是需要接受住院治疗，及其后接受该手术，而对该面部毁容所进行的治疗亦是医疗所需。此手术必须在本公司认可医院内由专科医生认为是医疗上必需的情况下进行，并出具诊断证明。因纯粹整容原因、独立的牙齿修复、独立的鼻骨骨折或者独立的皮肤伤口所进行的手术均不受此保障。
33.不典型的急性心肌梗塞	指被临床诊断为急性心肌梗塞并接受了急性心肌梗塞治疗，虽然未达到重大疾病急性心肌梗塞的给付标准，但满足下列至少两项条件：（1）典型临床表现，例如急性胸痛等；（2）新近的心电图改变提示急性心肌梗塞；（3）心肌酶或肌钙蛋白有诊断意义的升高，或呈符合急性心肌梗塞的动态性变化；（4）发病90日后，经检查证实左心室功能降低，如左心室射血分数低于50。如被保险人同时或先后达到不典型的急性心肌梗塞、冠状动脉介入手术的赔付标准，我们仅赔付其中一项轻症疾病保险金，赔付后另外一个病种轻症责任终止。
